"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"202","Irv Smith","MIN","TE","8","2022","156","0.115","1.14","0.21","19.9","17.9","1.9","0.0","10.3","34","25","182","2","173","4.6","35","0.229","1.09","0.17","25.7","28","0.143","0.38","0.07","28.6","93","0.065","1.40","0.27","15.1","","","","","0.0"
"203","Derrick Henry","TEN","RB","16","2022","155","-0.019","2.57","0.26","0.6","0.6","0.0","0.0","2.6","40","33","398","0","-101","-0.4","13","-0.077","","","0.0","6","0.167","","","16.7","1","0.000","","","0.0","135","-0.022","2.95","0.30","0.0"
"204","Damiere Byrd","ATL","WR","14","2022","154","0.214","1.73","0.15","21.4","16.2","2.6","2.6","7.8","23","13","268","2","403","10.1","134","0.224","1.91","0.16","21.6","20","0.150","0.50","0.10","20.0","","","","","0.0","","","","","0.0"
"205","Cam Sims","WAS","WR","17","2022","154","0.071","0.57","0.10","20.1","16.9","3.2","0.0","16.2","16","8","89","0","129","8.6","118","0.051","0.61","0.13","19.5","36","0.139","0.44","0.03","22.2","","","","","0.0","","","","","0.0"
"206","Ray-Ray McCloud","SF","WR","17","2022","150","0.227","1.61","0.14","27.3","22.0","4.7","0.7","10.0","21","14","243","1","275","7.3","86","0.256","0.69","0.10","33.7","63","0.190","2.88","0.19","19.0","","","","","0.0","1","0.000","","","0.0"
"207","Skyy Moore","KC","WR","16","2022","147","0.136","1.63","0.21","20.4","18.4","1.4","0.7","9.5","32","22","250","0","274","6.3","72","0.181","1.37","0.19","22.2","72","0.097","1.95","0.23","19.4","2","0.000","","","0.0","1","0.000","","","0.0"
"208","Tyler Allgeier","ATL","RB","16","2022","146","-0.021","0.94","0.11","1.4","1.4","0.0","0.0","3.4","17","16","139","1","-36","-2.7","12","-0.250","","","0.0","5","0.000","","","0.0","3","0.000","","","0.0","126","0.000","1.09","0.13","1.6"
"209","Steven Sims","PIT","WR","12","2022","145","0.138","0.71","0.15","20.7","15.9","4.1","0.7","12.4","22","14","104","0","43","5.3","37","0.243","1.08","0.16","24.3","106","0.104","0.59","0.15","19.8","2","0.000","","","0.0","","","","","0.0"
"210","Jonnu Smith","NE","TE","14","2022","145","0.041","1.69","0.26","12.4","9.7","0.7","2.1","12.4","37","27","245","0","81","3.1","19","0.158","1.32","0.32","26.3","43","0.000","0.91","0.19","11.6","77","0.000","1.95","0.26","9.1","6","0.500","5.17","0.50","16.7"
"211","Amari Rodgers","GB, HST","WR","16","2022","144","0.042","1.40","0.15","13.9","13.2","0.7","0.0","9.7","22","16","204","1","240","6.3","50","0.200","2.06","0.24","24.0","93","-0.043","1.06","0.11","8.6","1","0.000","","","0.0","","","","","0.0"
"212","J.D. McKissic","WAS","RB","8","2022","144","0.014","1.18","0.27","6.3","6.3","0.0","0.0","4.9","40","27","173","0","40","-1.0","19","-0.158","1.32","0.26","0.0","24","0.167","0.68","0.28","16.7","1","0.000","2.00","1.00","0.0","100","0.010","1.26","0.26","5.0"
"213","Denzel Mims","NYJ","WR","10","2022","143","0.210","1.27","0.17","30.1","26.6","3.5","0.0","11.9","25","11","186","0","240","6.8","111","0.207","1.50","0.18","27.9","31","0.226","0.47","0.16","38.7","1","0.000","","","0.0","","","","","0.0"
"214","Tanner Hudson","NYG","TE","11","2022","142","0.099","0.91","0.10","16.9","14.8","2.1","0.0","9.2","15","10","132","0","106","5.1","36","0.111","0.65","0.11","22.2","44","0.114","1.18","0.09","22.7","56","0.071","0.96","0.12","8.9","6","0.167","","","16.7"
"215","K.J. Hamler","DEN","WR","7","2022","142","0.056","1.13","0.10","18.3","14.8","2.8","0.7","16.2","14","7","165","0","356","7.7","115","0.078","1.39","0.10","20.9","27","-0.037","","0.07","7.4","","","","","0.0","","","","","0.0"
"216","Chase Edmonds","MIA, DEN","RB","13","2022","141","0.106","1.09","0.16","9.2","7.1","2.1","0.0","0.7","23","16","157","1","46","-0.8","10","0.600","0.64","0.27","40.0","20","0.150","0.35","0.15","15.0","","","","","0.0","111","0.054","1.27","0.15","5.4"
"217","Alexander Mattison","MIN","RB","17","2022","140","-0.007","0.64","0.13","0.7","0.7","0.0","0.0","1.4","18","15","91","1","-82","-1.7","12","0.000","1.17","0.25","0.0","2","0.000","","","0.0","15","-0.067","1.44","0.19","0.0","111","0.000","0.48","0.11","0.9"
"218","Kenyan Drake","BLT","RB","12","2022","136","0.015","0.64","0.17","3.7","3.7","0.0","0.0","2.2","24","17","89","1","-73","-2.4","7","-0.143","","","0.0","27","0.000","0.89","0.21","0.0","2","0.000","","","0.0","100","0.030","0.64","0.18","5.0"
"219","Josh Oliver","BLT","TE","17","2022","136","-0.015","1.07","0.17","8.8","8.8","0.0","0.0","10.3","24","14","149","2","214","4.1","19","0.053","1.00","0.21","15.8","32","0.031","1.21","0.12","15.6","85","-0.047","1.03","0.18","4.7","","","","","0.0"
"220","Melvin Gordon","DEN","RB","10","2022","134","0.015","1.65","0.24","3.0","3.0","0.0","0.0","1.5","32","25","223","0","12","-0.9","4","0.000","","","0.0","8","0.000","1.50","0.38","0.0","","","","","0.0","122","0.016","1.72","0.24","3.3"
"221","Cordarrelle Patterson","ATL","RB","13","2022","133","-0.075","0.89","0.22","3.8","3.8","0.0","0.0","11.3","30","21","122","0","53","-0.4","36","-0.139","0.63","0.29","8.3","27","-0.185","1.62","0.24","0.0","1","0.000","","","0.0","69","0.000","0.74","0.17","2.9"
"222","Deon Jackson","IND","RB","13","2022","133","0.000","1.53","0.24","2.3","2.3","0.0","0.0","2.3","33","30","209","1","-54","-1.8","19","0.000","0.26","0.11","5.3","3","0.000","0.33","0.33","0.0","","","","","0.0","111","0.000","1.77","0.26","1.8"
"223","Brandon Powell","LA","WR","17","2022","132","0.083","1.17","0.23","12.1","9.8","2.3","0.0","6.1","31","24","156","0","-79","3.2","53","0.075","1.36","0.19","13.2","70","0.071","1.11","0.26","10.0","1","0.000","","","0.0","8","0.250","0.67","0.33","25.0"
"224","Durham Smythe","MIA","TE","16","2022","130","0.023","0.97","0.14","4.6","3.8","0.8","0.0","3.1","19","15","129","1","18","1.3","12","0.000","1.58","0.08","0.0","25","0.000","","","0.0","89","0.022","1.10","0.16","5.6","4","0.250","2.25","0.75","25.0"
"225","Johnny Mundt","MIN","TE","17","2022","130","-0.031","1.06","0.16","7.7","6.9","0.8","0.0","10.8","21","19","140","1","1","4.4","17","-0.235","","0.06","0.0","12","0.167","1.42","0.08","25.0","101","-0.020","1.19","0.18","6.9","","","","","0.0"
"226","Ian Thomas","CAR","TE","17","2022","129","-0.070","1.50","0.22","6.2","5.4","0.8","0.0","13.2","29","21","197","0","51","1.7","4","-0.250","","","0.0","14","-0.214","0.93","0.21","7.1","111","-0.045","1.63","0.23","6.3","","","","","0.0"
"227","Cedrick Wilson","MIA","WR","15","2022","129","0.078","1.05","0.13","13.2","11.6","0.8","0.8","7.8","17","12","136","0","180","6.2","71","0.028","0.45","0.10","14.1","58","0.138","1.79","0.17","12.1","","","","","0.0","","","","","0.0"
"228","Adam Trautman","NO","TE","15","2022","128","0.047","1.58","0.17","14.8","14.1","0.8","0.0","10.9","22","18","207","1","3","4.3","16","-0.125","0.13","0.06","6.3","24","0.083","0.65","0.12","12.5","88","0.068","2.11","0.20","17.0","","","","","0.0"
"229","Byron Pringle","CHI","WR","11","2022","128","0.039","1.03","0.11","16.4","12.5","3.1","0.8","17.2","15","10","135","2","229","9.8","95","0.032","1.12","0.11","17.9","31","0.065","0.81","0.13","12.9","2","0.000","","","0.0","","","","","0.0"
"230","Kenny Golladay","NYG","WR","11","2022","128","-0.063","0.62","0.13","20.3","20.3","0.0","0.0","26.6","17","6","81","1","173","8.3","101","-0.079","0.73","0.13","20.8","27","0.000","0.19","0.11","18.5","","","","","0.0","","","","","0.0"
"231","Michael Bandy","LAC","WR","10","2022","128","0.078","0.68","0.13","23.4","22.7","0.8","0.0","16.4","17","10","89","0","146","5.8","104","0.115","0.79","0.14","27.9","24","-0.083","0.21","0.08","4.2","","","","","0.0","","","","","0.0"
"232","Dontrell Hilliard","TEN","RB","12","2022","127","0.008","1.38","0.20","5.5","5.5","0.0","0.0","4.7","26","21","177","4","-6","-0.8","17","0.059","1.82","0.12","11.8","20","0.000","0.60","0.10","5.0","4","0.000","","","0.0","86","0.000","1.54","0.25","4.7"
"233","Ameer Abdullah","LV","RB","17","2022","125","0.096","1.69","0.26","13.6","11.2","1.6","0.8","7.2","32","25","211","1","34","0.6","8","-0.125","1.63","0.25","0.0","1","0.000","6.00","1.00","0.0","","","","","0.0","116","0.112","1.66","0.25","14.7"
"234","Brevin Jordan","HST","TE","11","2022","125","-0.016","1.02","0.21","12.8","10.4","2.4","0.0","16.8","27","14","128","0","18","4.7","21","0.000","0.24","0.24","9.5","46","-0.109","0.87","0.11","13.0","54","0.056","1.51","0.31","14.8","4","0.000","","","0.0"
"235","James Proche","BLT","WR","15","2022","125","0.112","0.49","0.13","17.6","15.2","1.6","0.8","9.6","16","8","62","0","76","4.5","29","-0.069","0.97","0.17","6.9","96","0.167","0.35","0.11","20.8","","","","","0.0","","","","","0.0"
"236","Nyheim Hines","BUF, IND","RB","16","2022","123","0.130","1.93","0.30","16.3","16.3","0.0","0.0","3.3","37","30","241","1","19","-1.1","14","-0.071","2.21","0.36","7.1","34","0.265","2.39","0.33","29.4","1","0.000","","","0.0","74","0.108","1.68","0.27","12.2"
"237","Wan'Dale Robinson","NYG","WR","6","2022","123","0.122","1.80","0.24","24.4","21.1","2.4","0.8","16.3","30","23","227","1","172","7.0","22","0.136","2.42","0.38","27.3","101","0.119","1.66","0.21","23.8","","","","","0.0","","","","","0.0"
"238","Zach Pascal","PHI","WR","17","2022","122","0.139","1.21","0.15","18.9","17.2","1.6","0.0","6.6","18","15","150","1","8","5.6","33","0.152","0.64","0.12","24.2","75","0.133","0.81","0.09","17.3","12","0.167","4.92","0.50","16.7","2","0.000","4.00","0.50","0.0"
"239","Breshad Perriman","TB","WR","11","2022","121","0.066","0.90","0.16","18.2","16.5","1.7","0.0","13.2","19","9","110","1","274","6.0","85","0.012","0.74","0.13","15.3","36","0.194","1.28","0.22","25.0","","","","","0.0","","","","","0.0"
"240","John Bates","WAS","TE","16","2022","120","0.000","0.89","0.17","9.2","9.2","0.0","0.0","9.2","21","14","108","1","127","4.0","6","0.167","4.33","0.33","16.7","46","-0.065","0.62","0.17","6.5","63","0.032","0.70","0.16","11.1","5","0.000","1.80","0.20","0.0"
"241","Quintin Morris","BUF","TE","14","2022","118","0.025","0.70","0.08","14.4","13.6","0.8","0.0","12.7","9","8","84","1","74","5.4","30","0.033","0.47","0.07","16.7","51","0.000","1.04","0.08","11.8","34","0.059","0.46","0.06","17.6","3","0.000","","0.33","0.0"
"242","Brandon Johnson","DEN","WR","7","2022","118","0.017","0.35","0.08","16.9","16.1","0.8","0.0","16.1","10","6","42","1","152","7.5","107","0.009","0.39","0.08","16.8","11","0.091","","0.09","18.2","","","","","0.0","","","","","0.0"
"243","Albert Okwuegbunam","DEN","TE","7","2022","117","-0.060","0.79","0.14","5.1","5.1","0.0","0.0","11.1","17","10","95","1","104","4.9","20","-0.100","","0.14","5.0","61","-0.016","0.68","0.14","3.3","36","-0.111","1.44","0.14","8.3","","","","","0.0"
"244","Isiah Pacheco","KC","RB","17","2022","116","-0.026","1.11","0.11","0.9","0.9","0.0","0.0","3.4","13","13","130","0","-100","-1.4","14","0.000","0.64","0.07","7.1","5","0.000","3.40","0.20","0.0","2","0.000","4.50","0.50","0.0","95","-0.032","0.99","0.10","0.0"
"245","Joshua Kelley","LAC","RB","13","2022","115","-0.017","0.86","0.20","1.7","1.7","0.0","0.0","3.5","23","14","101","0","39","0.2","3","0.000","1.00","0.33","0.0","11","0.000","","0.09","9.1","","","","","0.0","101","-0.020","0.95","0.20","1.0"
"246","Taysom Hill","NO","TE","16","2022","115","0.009","0.65","0.10","9.6","8.7","0.9","0.0","9.6","12","9","77","2","-29","4.3","50","0.100","0.53","0.13","12.0","30","-0.267","0.61","0.13","0.0","33","0.091","0.91","0.03","12.1","2","0.500","","","50.0"
"247","Ashton Dulin","IND","WR","12","2022","114","0.193","1.82","0.18","26.3","21.9","3.5","0.9","12.3","21","15","207","1","225","7.5","65","0.262","2.65","0.23","29.2","48","0.104","0.73","0.13","22.9","1","0.000","","","0.0","","","","","0.0"
"248","Rashod Bateman","BLT","WR","6","2022","113","0.204","2.44","0.24","32.7","29.2","3.5","0.0","15.9","28","15","285","2","370","7.3","95","0.211","2.67","0.23","32.6","18","0.167","1.17","0.28","33.3","","","","","0.0","","","","","0.0"
"249","Khalil Shakir","BUF","WR","14","2022","112","0.268","1.41","0.16","29.5","25.9","2.7","0.9","7.1","18","10","161","1","151","8.7","45","0.333","0.91","0.13","35.6","67","0.224","1.76","0.18","25.4","","","","","0.0","","","","","0.0"
"250","Cam Akers","LA","RB","15","2022","112","0.018","1.04","0.15","0.9","0.0","0.0","0.9","0.9","17","13","117","0","-24","-2.9","8","0.000","","","0.0","3","0.000","2.33","0.33","0.0","","","","","0.0","101","0.020","1.09","0.16","1.0"
"251","Parker Hesse","ATL","TE","17","2022","112","-0.080","0.77","0.09","8.0","8.0","0.0","0.0","16.1","11","9","89","0","12","3.5","12","-0.250","1.33","0.08","8.3","32","-0.031","0.25","0.09","12.5","62","-0.048","0.98","0.11","6.5","6","-0.333","","","0.0"
"252","Shane Zylstra","DET","TE","13","2022","111","0.036","0.53","0.13","18.9","16.2","2.7","0.0","16.2","15","11","60","4","121","6.2","44","-0.136","0.16","0.07","11.4","39","0.000","0.64","0.08","20.5","28","0.357","0.97","0.31","28.6","","","","","0.0"
"253","David Sills","NYG","WR","9","2022","111","0.063","0.93","0.15","20.7","16.2","1.8","2.7","20.7","17","11","106","0","135","10.0","93","-0.011","0.71","0.14","16.1","17","0.412","2.05","0.21","41.2","1","1.000","","","100.0","","","","","0.0"
"254","James Cook","BUF","RB","16","2022","109","0.018","1.64","0.30","5.5","4.6","0.9","0.0","3.7","33","21","180","1","-115","-0.5","15","0.133","0.73","0.27","13.3","10","-0.100","6.40","0.60","0.0","","","","","0.0","84","0.012","1.24","0.27","4.8"
"255","Justice Hill","BLT","RB","15","2022","109","-0.046","0.53","0.11","1.8","1.8","0.0","0.0","5.5","12","12","58","0","-99","-1.9","11","-0.091","","","0.0","17","-0.176","","","0.0","6","0.000","3.17","0.33","0.0","75","-0.013","0.52","0.13","2.7"
"256","Matt Breida","NYG","RB","17","2022","109","0.000","1.04","0.21","2.8","2.8","0.0","0.0","2.8","24","20","118","0","10","-1.3","5","0.000","0.40","0.20","0.0","10","0.000","0.50","0.20","0.0","9","0.000","0.67","0.11","0.0","85","0.000","1.18","0.22","3.5"
"257","O.J. Howard","HST","TE","13","2022","108","0.028","1.33","0.20","14.8","13.9","0.9","0.0","13.0","22","10","145","2","215","4.6","8","-0.125","","","0.0","11","0.091","","0.09","9.1","88","0.034","1.63","0.24","17.0","1","0.000","","","0.0"
"258","Tom Kennedy","DET","WR","7","2022","105","0.105","1.31","0.13","23.8","21.9","1.9","0.0","15.2","14","8","141","0","130","7.2","55","0.073","0.81","0.14","23.6","50","0.140","1.86","0.12","24.0","","","","","0.0","","","","","0.0"
"259","Jamycal Hasty","JAX","RB","16","2022","104","0.000","1.20","0.25","1.9","1.9","0.0","0.0","1.9","26","20","126","1","-42","-2.6","19","0.053","1.84","0.11","10.5","10","0.000","1.10","0.30","0.0","","","","","0.0","75","-0.013","1.05","0.28","0.0"
"260","Jamaal Williams","DET","RB","17","2022","103","0.010","0.71","0.16","1.9","1.9","0.0","0.0","1.0","16","12","73","0","26","-1.3","10","0.100","0.70","0.20","10.0","","","","","0.0","","","","","0.0","93","0.000","0.71","0.15","1.1"
"261","Pharaoh Brown","CLV, HST","TE","16","2022","102","0.020","1.14","0.18","14.7","9.8","4.9","0.0","17.6","19","12","117","0","113","4.7","10","-0.200","","","0.0","25","-0.040","1.38","0.19","12.0","66","0.076","1.23","0.21","18.2","1","0.000","","","0.0"
"262","DeeJay Dallas","SEA","RB","15","2022","102","0.020","1.19","0.18","4.9","4.9","0.0","0.0","2.9","19","17","126","0","-8","-1.9","9","0.222","1.00","0.11","22.2","8","-0.125","-0.38","0.13","0.0","","","","","0.0","85","0.012","1.35","0.19","3.5"
"263","Mike Thomas","CIN","WR","10","2022","101","0.149","0.37","0.08","25.7","21.8","4.0","0.0","13.9","8","2","38","0","129","7.5","85","0.165","0.06","0.07","28.2","16","0.063","2.06","0.13","12.5","","","","","0.0","","","","","0.0"
"264","Geoff Swaim","TEN","TE","17","2022","98","0.102","0.59","0.16","13.3","13.3","0.0","0.0","3.1","16","12","58","1","8","3.2","5","0.000","","0.20","0.0","20","0.300","0.90","0.20","30.0","70","0.057","0.56","0.15","10.0","3","0.000","","","0.0"
"265","Lawrence Cager","NYJ, NYG","WR","7","2022","98","0.102","1.17","0.18","22.4","19.4","2.0","1.0","15.3","18","13","118","1","110","5.1","22","0.091","0.78","0.13","13.6","44","0.023","0.89","0.17","25.0","31","0.258","1.90","0.23","25.8","1","-1.000","","","0.0"
"266","Teagan Quitoriano","HST","TE","9","2022","98","-0.010","1.15","0.13","15.3","13.3","1.0","1.0","19.4","13","7","113","2","44","6.2","6","0.000","1.33","0.33","33.3","17","0.000","","0.06","17.6","75","-0.013","1.40","0.13","13.3","","","","","0.0"
"267","Breece Hall","NYJ","RB","7","2022","98","0.071","2.18","0.30","10.2","9.2","0.0","1.0","5.1","30","19","218","1","137","0.0","12","0.000","0.75","0.25","16.7","8","0.000","0.63","0.13","0.0","11","0.000","1.00","0.27","0.0","67","0.104","2.80","0.33","11.9"
"268","Peyton Hendershot","DAL","TE","17","2022","97","0.103","1.05","0.15","19.6","18.6","1.0","0.0","9.3","15","11","103","2","107","3.8","8","0.125","0.50","0.13","12.5","50","0.120","1.14","0.16","18.0","38","0.079","1.08","0.15","23.7","1","0.000","","","0.0"
"269","Clyde Edwards-Helaire","KC","RB","10","2022","97","0.010","1.53","0.22","3.1","3.1","0.0","0.0","2.1","22","17","151","3","18","-1.2","15","0.000","0.81","0.13","0.0","4","0.000","","","0.0","1","0.000","","","0.0","77","0.013","1.77","0.26","3.9"
"270","Michael Thomas","NO","WR","3","2022","97","0.103","1.74","0.22","28.9","28.9","0.0","0.0","17.5","22","16","171","3","225","9.1","75","0.080","1.32","0.21","28.0","22","0.182","3.23","0.27","31.8","","","","","0.0","","","","","0.0"
"271","Ty Johnson","NYJ","RB","13","2022","91","0.066","0.94","0.23","8.8","8.8","0.0","0.0","2.2","22","12","88","0","-217","-0.1","3","-0.667","2.00","0.33","0.0","11","0.000","0.45","0.18","0.0","28","0.107","0.83","0.17","10.7","49","0.102","1.04","0.27","10.2"
"272","Sterling Shepard","NYG","WR","3","2022","91","0.088","1.64","0.23","17.6","13.2","3.3","1.1","14.3","22","13","154","1","233","9.7","64","0.078","1.91","0.24","21.9","26","0.115","1.04","0.22","7.7","1","0.000","","","0.0","","","","","0.0"
"273","Damien Harris","NE","RB","11","2022","91","-0.011","1.07","0.24","3.3","3.3","0.0","0.0","4.4","22","17","97","0","15","-1.1","3","0.000","","","0.0","8","-0.125","","0.13","12.5","","","","","0.0","80","0.000","1.21","0.26","2.5"
"274","Eric Tomlinson","DEN","TE","17","2022","90","-0.056","0.87","0.14","4.4","4.4","0.0","0.0","10.0","13","9","79","2","75","2.6","2","-0.500","","","0.0","9","0.000","0.78","0.11","11.1","79","-0.051","0.90","0.15","3.8","","","","","0.0"
"275","Joe Fortson","KC","TE","13","2022","89","0.101","1.19","0.14","24.7","23.6","1.1","0.0","14.6","13","9","108","2","70","7.0","32","0.094","0.94","0.19","25.0","43","0.070","1.66","0.11","23.3","14","0.214","0.33","0.13","28.6","","","","","0.0"
"276","Chuba Hubbard","CAR","RB","15","2022","88","0.023","1.90","0.18","3.4","3.4","0.0","0.0","1.1","16","14","171","0","6","-0.9","1","0.000","1.00","1.00","0.0","2","0.000","","0.50","0.0","","","","","0.0","85","0.024","1.95","0.16","3.5"
"277","D'Wayne Eskridge","SEA","WR","10","2022","87","-0.046","0.65","0.13","11.5","10.3","1.1","0.0","17.2","12","7","58","0","44","5.8","32","-0.094","0.82","0.15","9.4","54","-0.019","0.56","0.13","13.0","1","0.000","","","0.0","","","","","0.0"
"278","Mike Woods","CLV","WR","10","2022","87","0.149","0.51","0.09","26.4","25.3","1.1","0.0","12.6","8","5","45","0","131","7.8","59","0.186","0.34","0.07","30.5","27","0.074","0.89","0.11","18.5","","","","","0.0","1","0.000","","1.00","0.0"
"279","Travis Homer","SEA","RB","10","2022","86","-0.023","1.78","0.19","1.2","1.2","0.0","0.0","3.5","17","16","157","1","32","-0.7","5","-0.200","","0.20","0.0","9","-0.111","0.67","0.22","0.0","","","","","0.0","72","0.000","2.04","0.19","1.4"
"280","Justin Jackson","DET","RB","15","2022","86","0.000","1.17","0.21","2.3","2.3","0.0","0.0","2.3","18","12","101","1","-147","-1.3","20","0.000","0.55","0.10","5.0","7","0.000","","","0.0","4","0.000","3.00","0.25","0.0","55","0.000","1.42","0.27","1.8"
"281","Jake Ferguson","DAL","TE","16","2022","84","0.060","2.05","0.26","16.7","15.5","1.2","0.0","10.7","22","19","174","2","14","3.3","9","0.000","0.78","0.11","11.1","21","0.048","0.81","0.14","19.0","52","0.058","2.81","0.32","15.4","2","0.500","0.50","0.50","50.0"
"282","Laviska Shenault","CAR","WR","13","2022","83","0.108","3.28","0.39","15.7","15.7","0.0","0.0","4.8","32","27","272","1","-25","1.2","31","0.097","1.45","0.29","16.1","43","0.093","4.79","0.49","14.0","8","0.250","1.38","0.13","25.0","1","0.000","10.00","1.00","0.0"
"283","Anthony Firkser","ATL","TE","11","2022","82","-0.098","1.20","0.16","12.2","12.2","0.0","0.0","20.7","13","9","100","0","41","6.6","11","0.182","0.42","0.08","36.4","60","-0.167","0.97","0.15","6.7","11","0.000","3.36","0.27","18.2","","","","","0.0"
"284","Khalil Herbert","CHI","RB","13","2022","82","-0.024","0.69","0.13","1.2","1.2","0.0","0.0","3.7","11","9","57","1","-29","-2.4","5","-0.200","4.17","0.17","0.0","10","0.000","0.70","0.10","0.0","","","","","0.0","67","-0.015","0.37","0.13","1.5"
"285","Mark Ingram","NO","RB","10","2022","80","-0.038","0.85","0.20","0.0","0.0","0.0","0.0","2.5","16","16","68","0","-163","-1.1","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","78","-0.038","0.87","0.21","0.0"
"286","Jamal Agnew","JAX","WR","15","2022","80","0.163","2.25","0.36","17.5","15.0","2.5","0.0","3.8","30","23","187","3","135","4.5","38","0.237","2.18","0.45","23.7","42","0.095","2.31","0.29","11.9","","","","","0.0","","","","","0.0"
"287","Brock Wright","DET","TE","8","2022","80","0.013","1.50","0.19","11.3","8.8","2.5","0.0","12.5","16","11","126","3","-30","5.6","11","-0.182","0.45","0.09","0.0","14","0.000","","0.20","14.3","55","0.055","2.09","0.21","12.7","","","","","0.0"
"288","Dare Ogunbowale","HST","RB","15","2022","80","0.000","1.30","0.28","1.3","1.3","0.0","0.0","1.3","22","20","104","0","-50","-2.1","11","-0.091","0.55","0.18","0.0","11","0.000","1.09","0.45","0.0","","","","","0.0","58","0.017","1.48","0.26","1.7"
"289","Kadarius Toney","KC, NYG","WR","9","2022","79","0.101","2.14","0.24","19.0","16.5","2.5","0.0","11.4","19","16","171","2","67","4.3","44","0.136","1.45","0.18","22.7","32","0.031","1.85","0.27","12.5","","","","","0.0","3","0.333","15.33","0.67","33.3"
"290","Zack Moss","IND, BUF","RB","13","2022","78","0.000","0.49","0.15","0.0","0.0","0.0","0.0","0.0","12","11","39","0","-2","-1.7","3","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0","72","0.000","0.53","0.16","0.0"
"291","River Cracraft","MIA","WR","11","2022","78","0.090","1.31","0.18","24.4","20.5","3.8","0.0","17.9","14","9","102","2","-26","9.0","52","0.096","1.83","0.17","28.8","25","0.080","0.28","0.20","16.0","","","","","0.0","1","0.000","","","0.0"
"292","Josiah Deguara","GB","TE","17","2022","78","0.051","1.44","0.19","7.7","6.4","1.3","0.0","3.8","15","13","114","0","10","2.3","9","-0.222","0.90","0.20","0.0","35","0.143","2.00","0.14","14.3","22","0.045","1.09","0.27","4.5","12","0.000","0.92","0.17","0.0"
"293","Dyami Brown","WAS","WR","15","2022","77","0.013","1.81","0.16","13.0","9.1","3.9","0.0","14.3","13","5","143","2","343","9.4","53","0.000","1.75","0.18","13.2","24","0.042","1.96","0.13","12.5","","","","","0.0","","","","","0.0"
"294","Nick Vannett","NO, NYG","TE","9","2022","76","-0.013","0.71","0.12","6.6","6.6","0.0","0.0","7.9","9","6","55","0","30","3.9","13","0.077","1.38","0.23","15.4","17","0.000","","","5.9","45","-0.044","0.82","0.13","4.4","1","0.000","","","0.0"
"295","Gunner Olszewski","PIT","WR","16","2022","76","-0.026","0.69","0.08","13.2","11.8","1.3","0.0","15.8","6","5","53","0","53","4.4","15","0.200","","0.07","20.0","59","-0.068","0.88","0.08","11.9","2","-0.500","","","0.0","","","","","0.0"
"296","KhaDarel Hodge","ATL","WR","17","2022","75","0.120","2.56","0.24","18.7","16.0","2.7","0.0","8.0","19","13","202","1","139","8.9","61","0.131","2.75","0.24","21.3","14","0.071","1.81","0.25","7.1","","","","","0.0","","","","","0.0"
"297","Connor Heyward","PIT","TE","17","2022","74","0.081","1.94","0.18","18.9","16.2","2.7","0.0","13.5","14","12","151","1","95","5.2","4","-0.250","1.25","0.25","0.0","25","0.120","1.38","0.12","16.0","45","0.089","2.29","0.21","22.2","","","","","0.0"
"298","Hassan Haskins","TEN","RB","15","2022","73","0.014","0.77","0.16","1.4","1.4","0.0","0.0","0.0","12","11","57","0","-13","-1.3","4","0.000","0.50","0.25","0.0","4","0.250","","","25.0","9","0.000","1.00","0.11","0.0","56","0.000","0.81","0.18","0.0"
"299","Brycen Hopkins","LA","TE","14","2022","73","-0.014","1.49","0.15","13.7","12.3","1.4","0.0","16.4","11","7","109","0","114","5.6","21","-0.286","","0.05","4.8","8","0.250","2.00","0.13","37.5","42","0.071","2.21","0.19","14.3","2","0.000","","0.50","0.0"
"300","MyCole Pruitt","ATL","TE","13","2022","73","0.027","2.05","0.29","9.6","9.6","0.0","0.0","6.8","21","16","150","4","107","3.4","5","0.200","","","20.0","14","0.000","1.00","0.07","7.1","53","0.019","2.57","0.38","9.4","1","0.000","","","0.0"
"301","Chris Conley","TEN, HST","WR","9","2022","72","0.111","0.64","0.10","15.3","11.1","4.2","0.0","8.3","7","4","46","0","88","8.0","60","0.100","0.77","0.10","15.0","12","0.167","","0.08","16.7","","","","","0.0","","","","","0.0"
"302","Kyren Williams","LA","RB","8","2022","72","-0.014","1.04","0.15","2.8","2.8","0.0","0.0","4.2","11","9","76","0","-24","-2.6","4","-0.250","","","0.0","5","-0.400","","","0.0","","","","","0.0","63","0.032","1.21","0.17","3.2"
"303","James Robinson","JAX, NYJ","RB","11","2022","71","-0.056","0.69","0.18","2.8","2.8","0.0","0.0","8.5","13","11","51","2","-5","-2.4","6","-0.167","","","0.0","7","0.000","1.71","0.29","0.0","","","","","0.0","58","-0.052","0.65","0.18","3.4"
