"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"210","Trent Sherfield","BUF","WR","17","2023","157","0.006","0.53","0.15","14.0","11.5","2.5","0.0","15.9","24","11","86","1","234","10.0","96","0.052","0.30","0.16","18.8","60","-0.067","0.76","0.11","6.7","","","","","0.0","","","","","0.0"
"211","Taysom Hill","NO","TE","10","2023","154","-0.013","1.29","0.19","7.8","7.8","0.0","0.0","9.1","29","23","200","1","186","4.3","42","0.000","0.26","0.12","11.9","74","-0.014","1.84","0.20","9.5","35","-0.029","1.54","0.23","0.0","","","","","0.0"
"212","John Metchie","HST","WR","16","2023","152","0.026","1.01","0.19","11.8","10.5","1.3","0.0","10.5","30","16","158","0","256","6.4","83","0.000","0.70","0.16","10.8","69","0.058","1.40","0.23","13.0","","","","","0.0","","","","","0.0"
"213","Jerick McKinnon","KC","RB","12","2023","151","0.020","1.19","0.20","2.0","2.0","0.0","0.0","0.0","32","25","192","4","3","-2.3","8","0.125","","","12.5","5","0.000","1.80","0.40","0.0","10","0.000","1.70","0.40","0.0","","","","","0.0"
"214","Joshua Kelley","LAC","RB","17","2023","150","0.007","0.21","0.08","0.7","0.7","0.0","0.0","0.0","12","8","32","0","1","-1.3","8","0.000","","","0.0","11","0.000","","","0.0","","","","","0.0","","","","","0.0"
"215","Tim Jones","JAX","WR","17","2023","149","-0.020","0.56","0.12","8.1","7.4","0.0","0.7","11.4","18","11","83","0","148","7.4","98","-0.041","0.53","0.14","9.2","48","0.021","0.38","0.06","6.3","3","0.000","","","0.0","","","","","0.0"
"216","Devon Achane","MIA","RB","11","2023","149","0.060","1.32","0.24","6.0","4.7","0.7","0.7","2.0","36","27","197","3","35","-1.3","21","0.286","0.19","0.14","14.3","51","0.000","2.31","0.35","3.9","","","","","0.0","","","","","0.0"
"217","Javonte Williams","DEN","RB","16","2023","148","-0.007","1.51","0.37","0.7","0.7","0.0","0.0","1.4","56","47","228","2","-95","-2.0","3","-0.333","","","0.0","4","0.000","","","0.0","4","0.250","3.50","0.75","25.0","","","","","0.0"
"218","Emari Demercado","ARZ","RB","14","2023","147","-0.007","0.78","0.20","0.0","0.0","0.0","0.0","0.7","30","21","119","0","20","-1.4","9","-0.111","0.89","0.22","0.0","11","0.000","","0.09","0.0","","","","","0.0","","","","","0.0"
"219","Xavier Hutchinson","HST","WR","15","2023","147","0.000","0.59","0.13","9.5","8.8","0.7","0.0","10.2","19","8","90","0","214","9.1","91","-0.011","0.35","0.13","11.0","55","0.018","1.02","0.13","7.3","","","","","0.0","","","","","0.0"
"220","Drew Sample","CIN","TE","17","2023","146","-0.007","1.11","0.18","2.1","1.4","0.7","0.0","3.4","27","22","163","2","14","0.8","11","0.000","","","0.0","10","0.000","1.40","0.30","10.0","82","-0.012","1.10","0.17","2.4","","","","","0.0"
"221","Aaron Jones","GB","RB","11","2023","144","0.014","1.59","0.29","3.5","3.5","0.0","0.0","2.1","42","30","233","1","-46","-2.2","15","0.133","0.47","0.07","20.0","8","0.000","1.56","0.33","0.0","12","0.000","0.75","0.33","0.0","","","","","0.0"
"222","Michael Carter","NYJ, ARZ","RB","15","2023","143","0.007","0.70","0.21","3.5","3.5","0.0","0.0","2.8","31","24","101","1","22","-0.3","7","-0.286","","","0.0","","","","","0.0","9","0.000","1.00","0.11","0.0","","","","","0.0"
"223","Mack Hollins","ATL","WR","13","2023","143","0.042","1.71","0.20","10.5","9.8","0.0","0.7","7.7","30","18","251","0","352","8.1","106","0.066","1.53","0.21","12.3","35","-0.029","1.89","0.17","5.7","2","0.000","8.00","0.50","0.0","","","","","0.0"
"224","Foster Moreau","NO","TE","15","2023","143","0.000","1.34","0.17","7.0","7.0","0.0","0.0","7.0","25","21","193","1","120","4.7","32","0.063","0.56","0.03","15.6","40","0.000","0.63","0.10","12.5","69","-0.029","2.09","0.26","0.0","","","","","0.0"
"225","Robert Tonyan","CHI","TE","17","2023","142","-0.014","0.78","0.11","6.3","4.9","1.4","0.0","9.2","16","11","112","0","148","4.8","28","-0.107","0.25","0.04","7.1","64","-0.016","0.39","0.06","7.8","48","0.042","1.45","0.18","4.2","","","","","0.0"
"226","Dyami Brown","WAS","WR","17","2023","141","0.035","1.15","0.16","10.6","8.5","1.4","0.7","9.9","23","12","168","1","384","8.8","91","0.055","1.01","0.19","12.1","50","0.000","1.38","0.11","8.0","","","","","0.0","","","","","0.0"
"227","Jonathan Taylor","IND","RB","10","2023","140","0.000","1.04","0.16","1.4","1.4","0.0","0.0","1.4","23","19","153","1","-22","-1.7","23","0.000","2.00","0.09","4.3","13","0.000","0.62","0.23","0.0","","","","","0.0","","","","","0.0"
"228","Gus Edwards","BLT","RB","17","2023","139","0.000","1.27","0.08","0.0","0.0","0.0","0.0","0.0","12","12","180","0","31","-0.4","4","0.000","","","0.0","4","0.000","","","0.0","","","","","0.0","","","","","0.0"
"229","Kadarius Toney","KC","WR","13","2023","138","0.043","1.18","0.26","11.6","10.1","1.4","0.0","8.7","37","27","169","1","102","2.9","64","-0.016","0.29","0.23","7.8","63","0.095","1.84","0.28","15.9","1","0.000","","","0.0","","","","","0.0"
"230","Ameer Abdullah","LV","RB","17","2023","138","0.007","0.94","0.16","2.2","1.4","0.0","0.7","2.2","22","19","131","0","67","0.6","8","-0.125","0.50","0.13","0.0","13","0.000","0.38","0.08","0.0","","","","","0.0","","","","","0.0"
"231","Matt Breida","NYG","RB","17","2023","137","0.007","0.63","0.14","0.7","0.7","0.0","0.0","0.0","20","17","88","0","4","-0.8","13","0.000","","","0.0","9","0.000","1.00","0.22","0.0","5","0.000","0.40","0.20","0.0","","","","","0.0"
"232","Jamal Agnew","JAX","WR","11","2023","137","0.051","1.61","0.14","15.3","14.6","0.0","0.7","11.7","20","14","225","1","232","6.6","70","0.086","1.44","0.17","15.7","67","0.015","1.78","0.12","14.9","","","","","0.0","","","","","0.0"
"233","Parris Campbell","NYG","WR","12","2023","134","-0.022","0.76","0.20","7.5","5.2","2.2","0.0","11.2","27","20","104","0","83","5.5","23","-0.174","0.61","0.26","4.3","109","0.009","0.81","0.19","8.3","1","0.000","","","0.0","","","","","0.0"
"234","David Montgomery","DET","RB","14","2023","132","-0.008","0.89","0.17","0.8","0.8","0.0","0.0","1.5","22","16","117","0","-29","-1.9","8","0.000","0.88","0.25","12.5","7","0.000","1.57","0.29","0.0","","","","","0.0","","","","","0.0"
"235","Stone Smartt","LAC","TE","16","2023","131","-0.023","1.17","0.15","6.9","6.9","0.0","0.0","8.4","20","11","155","1","198","4.4","21","-0.095","1.38","0.14","0.0","60","0.017","1.07","0.15","13.3","49","-0.041","1.22","0.16","2.0","","","","","0.0"
"236","Andrei Iosivas","CIN","WR","16","2023","131","0.137","0.87","0.19","16.8","12.2","3.8","0.8","8.4","25","15","116","4","223","7.8","109","0.128","0.79","0.19","17.4","22","0.182","1.23","0.18","13.6","","","","","0.0","","","","","0.0"
"237","Derrick Henry","TEN","RB","17","2023","131","-0.008","1.63","0.24","0.0","0.0","0.0","0.0","0.8","32","28","214","0","-75","-2.2","8","0.000","2.13","0.13","0.0","7","0.000","","","0.0","","","","","0.0","","","","","0.0"
"238","Harrison Bryant","CLV","TE","17","2023","130","0.023","0.61","0.15","8.5","8.5","0.0","0.0","6.2","20","13","81","3","128","3.0","12","0.000","","","8.3","33","-0.061","0.18","0.12","3.0","73","0.055","0.88","0.19","11.0","","","","","0.0"
"239","Randall Cobb","NYJ","WR","11","2023","129","0.000","0.30","0.13","10.1","9.3","0.8","0.0","10.9","17","5","39","1","154","4.6","30","0.100","","0.13","16.7","99","-0.030","0.39","0.13","8.1","","","","","0.0","","","","","0.0"
"240","Julio Jones","PHI","WR","11","2023","128","0.039","0.56","0.14","12.5","11.7","0.8","0.0","9.4","19","11","74","3","194","6.3","56","-0.089","0.28","0.16","7.1","72","0.139","0.78","0.14","16.7","","","","","0.0","","","","","0.0"
"241","Will Dissly","SEA","TE","16","2023","128","0.125","1.32","0.15","10.2","5.5","4.7","0.0","2.3","20","17","172","1","69","3.2","6","0.000","","","0.0","28","0.071","0.54","0.11","7.1","83","0.145","1.55","0.18","12.0","","","","","0.0"
"242","Khalil Herbert","CHI","RB","12","2023","126","0.000","1.06","0.22","2.4","2.4","0.0","0.0","2.4","28","20","134","1","28","-2.2","4","0.000","","","0.0","10","-0.200","1.50","0.30","10.0","1","0.000","","","0.0","","","","","0.0"
"243","Deven Thompkins","TB","WR","17","2023","126","0.032","0.66","0.20","10.3","9.5","0.8","0.0","7.9","25","17","83","1","162","4.7","49","-0.082","1.00","0.20","6.1","77","0.104","0.44","0.19","13.0","","","","","0.0","","","","","0.0"
"244","Josh Oliver","MIN","TE","17","2023","125","0.024","1.69","0.21","4.0","3.2","0.8","0.0","2.4","26","22","213","2","63","3.1","8","-0.250","","","0.0","10","0.000","1.10","0.10","0.0","107","0.047","1.87","0.23","4.7","","","","","0.0"
"245","Tyquan Thornton","NE","WR","9","2023","125","0.080","0.72","0.18","16.8","12.0","4.8","0.0","13.6","23","13","91","0","230","6.8","95","0.042","0.81","0.20","16.8","30","0.200","0.40","0.13","16.7","","","","","0.0","","","","","0.0"
"246","David Bell","CLV","WR","15","2023","125","0.032","1.34","0.17","12.0","11.2","0.8","0.0","9.6","21","14","167","3","141","5.8","68","0.044","1.18","0.13","13.2","54","0.019","1.46","0.20","11.1","3","0.000","2.67","0.33","0.0","","","","","0.0"
"247","Brevin Jordan","HST","TE","13","2023","125","0.040","1.72","0.15","7.2","5.6","1.6","0.0","4.8","19","17","219","2","106","4.2","15","-0.133","","0.06","0.0","35","0.143","1.58","0.17","17.1","73","0.027","2.22","0.16","4.1","","","","","0.0"
"248","Jake Bobo","SEA","WR","17","2023","123","0.114","1.51","0.18","16.3","13.8","2.4","0.0","7.3","24","19","196","2","171","6.2","85","0.106","1.57","0.18","16.5","37","0.135","1.41","0.21","16.2","","","","","0.0","","","","","0.0"
"249","Kareem Hunt","CLV","RB","15","2023","121","0.000","0.69","0.17","1.7","1.7","0.0","0.0","1.7","21","15","84","0","-33","-2.0","6","0.000","2.00","0.17","16.7","1","0.000","","","0.0","21","-0.048","0.86","0.10","0.0","","","","","0.0"
"250","Jeremy Ruckert","NYJ","TE","15","2023","121","0.050","1.23","0.17","7.4","7.4","0.0","0.0","2.5","21","16","151","0","135","3.9","15","0.000","","","6.7","45","0.089","1.65","0.22","8.9","61","0.033","1.21","0.18","6.6","","","","","0.0"
"251","Mo Alie-Cox","IND","TE","17","2023","119","0.008","1.32","0.18","10.1","10.1","0.0","0.0","9.2","22","13","161","3","234","4.9","2","0.500","","0.33","50.0","18","-0.167","1.00","0.17","5.6","99","0.030","1.42","0.18","10.1","","","","","0.0"
"252","Darnell Washington","PIT","TE","17","2023","118","-0.034","0.50","0.08","3.4","3.4","0.0","0.0","6.8","10","7","61","0","14","4.3","3","0.333","","","33.3","12","0.083","0.77","0.08","16.7","103","-0.058","0.49","0.09","1.0","","","","","0.0"
"253","Stephen Sullivan","CAR","TE","11","2023","117","-0.085","1.05","0.20","13.7","13.7","0.0","0.0","22.2","24","12","125","0","264","7.3","50","-0.140","1.52","0.28","18.0","48","-0.021","0.92","0.18","14.6","19","-0.105","0.16","0.05","0.0","","","","","0.0"
"254","Scott Miller","ATL","WR","17","2023","117","0.077","1.34","0.13","8.5","6.8","0.9","0.9","3.4","15","11","161","2","190","9.1","62","0.097","1.05","0.08","9.7","55","0.055","1.66","0.17","7.3","","","","","0.0","","","","","0.0"
"255","Lucas Krull","DEN","TE","7","2023","114","0.018","0.82","0.11","6.1","5.3","0.9","0.0","5.3","13","8","95","1","147","4.6","18","0.000","","0.06","11.1","49","0.061","1.22","0.10","8.2","47","-0.021","0.70","0.15","2.1","","","","","0.0"
"256","Clyde Edwards-Helaire","KC","RB","15","2023","112","-0.009","1.61","0.18","0.9","0.9","0.0","0.0","1.8","21","17","188","1","-50","-3.6","9","0.000","","","0.0","9","0.000","","0.11","0.0","4","0.000","2.00","0.25","0.0","","","","","0.0"
"257","Johnny Mundt","MIN","TE","17","2023","112","-0.027","1.54","0.21","5.4","4.5","0.0","0.9","9.8","23","17","172","1","118","4.0","13","0.077","","","23.1","28","-0.107","0.71","0.14","0.0","71","-0.014","2.14","0.27","4.2","","","","","0.0"
"258","Patrick Taylor","GB","RB","11","2023","111","-0.045","0.43","0.15","0.9","0.9","0.0","0.0","3.6","17","11","49","0","-20","-1.6","17","-0.235","","0.06","0.0","3","-0.333","","","33.3","11","0.000","","0.09","0.0","","","","","0.0"
"259","Jamaal Williams","NO","RB","13","2023","109","0.000","0.57","0.18","0.0","0.0","0.0","0.0","0.0","20","18","62","0","-42","-2.6","","","","","0.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"260","Will Mallory","IND","TE","12","2023","108","0.019","1.78","0.21","9.3","7.4","1.9","0.0","9.3","24","18","207","0","167","5.4","13","-0.077","","0.06","7.7","65","0.062","1.41","0.20","10.8","30","-0.033","3.55","0.29","6.7","","","","","0.0"
"261","Lynn Bowden","NO","WR","15","2023","107","0.000","0.76","0.15","7.5","5.6","0.0","1.9","11.2","16","11","83","0","77","5.2","60","0.017","1.02","0.15","8.3","44","-0.023","0.47","0.16","6.8","3","0.000","","","0.0","","","","","0.0"
"262","Malik Heath","GB","WR","13","2023","107","0.075","1.14","0.22","16.8","15.9","0.9","0.0","10.3","24","15","125","1","224","6.7","72","0.111","1.17","0.23","20.8","34","0.000","1.09","0.21","8.8","1","0.000","","","0.0","","","","","0.0"
"263","Brock Wright","DET","TE","14","2023","107","-0.056","0.85","0.13","1.9","1.9","0.0","0.0","7.5","14","13","91","1","37","3.5","21","-0.143","","","4.8","22","-0.045","","","0.0","62","-0.032","1.40","0.21","1.6","","","","","0.0"
"264","Ray-Ray McCloud","SF","WR","12","2023","107","0.047","1.24","0.14","15.9","15.9","0.0","0.0","9.3","15","12","135","0","95","7.9","70","0.057","1.22","0.11","14.3","36","0.056","1.31","0.19","19.4","","","","","0.0","","","","","0.0"
"265","Jack Stoll","PHI","TE","17","2023","105","0.010","0.36","0.07","5.7","5.7","0.0","0.0","4.8","7","5","38","0","19","3.3","3","0.000","","","0.0","23","-0.087","0.48","0.04","4.3","78","0.026","0.34","0.08","5.1","","","","","0.0"
"266","Andrew Ogletree","IND","TE","12","2023","105","0.029","1.37","0.18","16.2","12.4","2.9","1.0","17.1","19","9","147","2","227","4.1","6","-0.167","2.17","0.17","16.7","35","-0.086","0.89","0.19","8.6","64","0.109","1.58","0.17","20.3","","","","","0.0"
"267","Ty Chandler","MIN","RB","16","2023","104","0.010","1.53","0.24","1.0","1.0","0.0","0.0","0.0","25","21","159","0","-26","-2.8","2","0.000","","","0.0","3","0.000","1.00","0.33","0.0","4","0.000","4.75","0.25","0.0","","","","","0.0"
"268","Jordan Akins","CLV","TE","17","2023","103","-0.039","1.28","0.20","3.9","3.9","0.0","0.0","7.8","21","15","132","0","119","4.2","7","-0.143","","0.14","0.0","36","-0.111","1.25","0.22","0.0","60","0.017","1.45","0.20","6.7","","","","","0.0"
"269","Deonte Harty","BUF","WR","16","2023","100","0.000","1.42","0.19","12.0","9.0","3.0","0.0","15.0","20","15","150","1","194","8.5","42","-0.095","1.89","0.18","7.1","53","0.075","1.07","0.14","17.0","","","","","0.0","","","","","0.0"
"270","Equanimeous St. Brown","CHI","WR","7","2023","97","0.062","0.61","0.06","12.4","10.3","2.1","0.0","8.2","6","5","62","0","51","7.8","67","0.075","0.64","0.07","13.4","29","0.069","0.58","0.03","10.3","1","-1.000","","","0.0","","","","","0.0"
"271","Kyle Philips","TEN","WR","9","2023","97","0.072","1.83","0.22","12.4","10.3","2.1","0.0","7.2","22","15","181","0","176","6.5","23","0.000","0.52","0.17","8.7","73","0.096","2.25","0.24","13.7","1","0.000","","","0.0","","","","","0.0"
"272","Chase Claypool","CHI, MIA","WR","11","2023","97","0.021","0.79","0.20","13.4","12.4","1.0","0.0","11.3","20","8","77","1","241","7.2","73","0.000","1.00","0.23","12.3","24","0.083","0.13","0.13","16.7","","","","","0.0","","","","","0.0"
"273","Byron Pringle","WAS","WR","17","2023","95","0.189","1.66","0.22","23.2","20.0","2.1","1.1","8.4","21","14","161","0","277","9.5","53","0.075","1.65","0.25","15.1","41","0.341","1.71","0.17","34.1","1","0.000","","","0.0","","","","","0.0"
"274","Dameon Pierce","HST","RB","14","2023","95","-0.042","1.06","0.18","3.2","3.2","0.0","0.0","7.4","17","13","101","0","11","-0.6","10","-0.100","2.50","0.30","0.0","11","-0.182","","","0.0","","","","","0.0","","","","","0.0"
"275","D'Ernest Johnson","JAX","RB","17","2023","94","-0.021","1.47","0.13","1.1","1.1","0.0","0.0","2.1","12","10","140","0","5","-0.4","15","-0.067","0.60","0.07","0.0","8","0.125","","0.13","12.5","","","","","0.0","","","","","0.0"
"276","Luke Farrell","JAX","TE","17","2023","94","-0.021","1.65","0.16","7.4","7.4","0.0","0.0","9.6","15","13","155","0","71","3.6","2","0.000","","","0.0","21","-0.048","1.19","0.19","0.0","71","-0.014","1.83","0.15","9.9","","","","","0.0"
"277","Luke Schoonmaker","DAL","TE","17","2023","93","0.000","0.69","0.16","9.7","8.6","1.1","0.0","10.8","15","8","65","2","91","4.8","9","0.000","","","0.0","20","0.000","","0.14","15.0","64","0.000","1.02","0.19","9.4","","","","","0.0"
"278","Pharaoh Brown","NE","TE","17","2023","93","0.022","2.21","0.16","10.8","9.7","1.1","0.0","9.7","15","13","208","1","101","3.0","8","0.000","","0.13","0.0","8","0.125","","","12.5","73","0.014","2.57","0.16","12.3","","","","","0.0"
"279","Mike Williams","LAC","WR","3","2023","93","-0.032","2.65","0.28","7.5","6.5","0.0","1.1","12.9","26","19","249","1","318","6.5","66","0.000","3.51","0.31","9.1","26","-0.115","0.54","0.19","3.8","1","0.000","","","0.0","","","","","0.0"
"280","Mecole Hardman","NYJ, KC","WR","10","2023","92","0.043","1.33","0.25","13.0","13.0","0.0","0.0","7.6","23","15","124","0","112","6.6","38","0.132","1.61","0.24","18.4","52","-0.019","1.11","0.25","9.6","","","","","0.0","","","","","0.0"
"281","Tyler Allgeier","ATL","RB","17","2023","89","0.011","2.14","0.24","1.1","1.1","0.0","0.0","0.0","22","18","193","1","-30","-4.3","3","0.333","2.33","0.67","33.3","2","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0"
"282","C.J. Uzomah","NYJ","TE","12","2023","89","-0.011","0.64","0.14","1.1","1.1","0.0","0.0","2.2","13","8","58","1","116","3.8","8","-0.125","0.88","0.13","0.0","21","-0.048","0.23","0.14","0.0","60","0.017","0.77","0.15","1.7","","","","","0.0"
"283","Rico Dowdle","DAL","RB","16","2023","89","-0.011","1.58","0.23","0.0","0.0","0.0","0.0","1.1","21","17","144","2","-8","-1.4","6","0.000","","","0.0","7","0.000","1.13","0.38","0.0","","","","","0.0","","","","","0.0"
"284","Trayveon Williams","CIN","RB","17","2023","88","0.000","0.11","0.10","1.1","1.1","0.0","0.0","1.1","9","7","10","0","-33","-2.1","2","0.500","","","50.0","2","0.000","1.00","0.50","0.0","7","0.000","-0.29","0.14","0.0","","","","","0.0"
"285","Geoff Swaim","ARZ","TE","14","2023","87","-0.046","1.08","0.13","2.3","2.3","0.0","0.0","6.9","11","10","94","0","58","3.2","2","0.000","","","0.0","9","-0.222","","","0.0","76","-0.026","1.24","0.14","2.6","","","","","0.0"
"286","Marvin Jones","DET","WR","6","2023","84","-0.024","0.42","0.11","6.0","4.8","1.2","0.0","9.5","9","5","35","0","69","6.4","61","0.033","0.57","0.15","8.2","23","-0.174","","","0.0","","","","","0.0","","","","","0.0"
"287","Richie James","KC","WR","9","2023","84","-0.036","1.28","0.16","9.5","9.5","0.0","0.0","11.9","14","10","114","0","123","5.3","42","-0.024","1.82","0.16","9.5","41","-0.049","0.74","0.16","9.8","","","","","0.0","","","","","0.0"
"288","Salvon Ahmed","MIA","RB","8","2023","83","0.048","1.05","0.25","4.8","3.6","1.2","0.0","1.2","21","16","88","1","13","-0.7","7","0.000","1.29","0.14","0.0","28","0.000","0.62","0.34","3.6","1","0.000","4.00","1.00","0.0","","","","","0.0"
"289","Sterling Shepard","NYG","WR","14","2023","83","0.072","0.68","0.26","16.9","15.7","0.0","1.2","12.0","22","10","57","1","173","6.2","56","0.036","0.56","0.25","16.1","27","0.148","0.93","0.30","18.5","","","","","0.0","","","","","0.0"
"290","Jamison Crowder","WAS","WR","16","2023","82","-0.049","1.92","0.24","7.3","7.3","0.0","0.0","12.2","20","16","159","1","104","6.3","8","-0.250","","","0.0","73","-0.027","2.15","0.27","8.2","","","","","0.0","","","","","0.0"
"291","Jaleel McLaughlin","DEN","RB","17","2023","81","0.000","1.98","0.44","2.5","2.5","0.0","0.0","2.5","36","31","160","2","-138","-3.0","19","-0.053","1.00","0.16","0.0","9","0.000","2.11","0.44","0.0","1","0.000","1.00","1.00","0.0","","","","","0.0"
"292","Zamir White","LV","RB","15","2023","80","-0.013","1.21","0.21","0.0","0.0","0.0","0.0","1.3","17","15","98","0","-3","-1.2","4","-0.250","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"293","Elijah Higgins","ARZ","TE","11","2023","80","0.038","1.99","0.22","7.5","7.5","0.0","0.0","3.8","18","14","163","1","126","5.0","8","0.125","0.56","0.11","12.5","41","0.000","2.63","0.20","7.3","30","0.067","1.61","0.26","6.7","","","","","0.0"
"294","Dalvin Cook","NYJ","RB","15","2023","79","0.000","0.99","0.25","0.0","0.0","0.0","0.0","0.0","20","15","78","0","-30","-1.5","6","0.000","","","0.0","6","0.000","1.17","0.17","0.0","5","0.000","1.20","0.40","0.0","","","","","0.0"
"295","Cordarrelle Patterson","ATL","RB","14","2023","78","0.013","0.48","0.15","6.4","6.4","0.0","0.0","5.1","12","9","38","1","6","0.6","36","0.000","0.89","0.19","8.3","17","0.118","","0.06","11.8","2","0.000","1.00","0.50","0.0","","","","","0.0"
"296","D'Onta Foreman","CHI","RB","9","2023","78","0.000","0.99","0.19","0.0","0.0","0.0","0.0","0.0","15","11","77","1","17","-1.4","6","0.000","","","0.0","4","0.000","","","0.0","","","","","0.0","","","","","0.0"
"297","Zach Pascal","ARZ","WR","14","2023","78","0.026","0.24","0.18","11.5","11.5","0.0","0.0","9.0","14","4","19","0","159","8.3","67","0.015","0.15","0.15","11.9","11","0.091","0.82","0.36","9.1","","","","","0.0","","","","","0.0"
"298","Cole Turner","WAS","TE","12","2023","77","-0.013","1.52","0.19","7.8","7.8","0.0","0.0","9.1","15","11","120","0","112","6.2","21","-0.095","2.45","0.32","4.8","38","0.026","0.49","0.13","10.5","18","0.000","2.61","0.17","5.6","","","","","0.0"
"299","Charlie Woerner","SF","TE","17","2023","76","-0.053","0.42","0.04","3.9","3.9","0.0","0.0","7.9","3","3","32","0","12","3.0","8","-0.125","","","0.0","10","-0.300","","","0.0","58","0.000","0.55","0.05","5.2","","","","","0.0"
"300","Ben Skowronek","LA","WR","17","2023","75","0.027","0.88","0.16","9.3","9.3","0.0","0.0","5.3","12","8","66","1","95","7.7","41","0.000","1.05","0.24","9.8","33","0.061","0.70","0.06","9.1","1","0.000","","","0.0","","","","","0.0"
"301","Samori Toure","GB","WR","11","2023","75","0.027","1.03","0.24","12.0","10.7","1.3","0.0","10.7","18","8","78","0","322","8.6","41","0.024","1.36","0.21","12.2","32","0.031","0.59","0.25","12.5","2","0.000","1.00","0.50","0.0","","","","","0.0"
"302","Kayshon Boutte","NE","WR","5","2023","74","0.054","0.26","0.09","13.5","13.5","0.0","0.0","8.1","7","2","19","0","132","8.6","65","0.062","0.29","0.11","15.4","9","0.000","","","0.0","","","","","0.0","","","","","0.0"
"303","Kavontae Turpin","DAL","WR","16","2023","74","0.095","1.67","0.24","13.5","9.5","2.7","1.4","9.5","18","12","127","3","168","5.4","13","0.077","0.71","0.29","15.4","57","0.105","1.95","0.22","14.0","","","","","0.0","","","","","0.0"
"304","Julian Hill","MIA","TE","15","2023","73","-0.027","0.66","0.11","1.4","1.4","0.0","0.0","4.1","8","6","48","0","28","2.9","11","-0.091","","0.18","0.0","32","-0.031","0.88","0.06","3.1","30","0.000","0.67","0.13","0.0","","","","","0.0"
"305","Chase Edmonds","TB","RB","13","2023","71","0.042","1.14","0.23","4.2","2.8","1.4","0.0","1.4","16","14","81","0","-28","-1.6","7","0.000","0.29","0.14","0.0","5","-0.200","","","0.0","","","","","0.0","","","","","0.0"
"306","Jeffery Wilson","MIA","RB","10","2023","70","0.000","1.21","0.24","2.9","2.9","0.0","0.0","2.9","17","14","85","0","42","-0.2","2","0.000","","","0.0","18","-0.056","1.17","0.22","0.0","1","0.000","","","0.0","","","","","0.0"
"307","Davis Allen","LA","TE","13","2023","70","-0.029","1.36","0.16","2.9","2.9","0.0","0.0","5.7","11","10","95","1","22","3.9","8","-0.125","2.38","0.25","12.5","11","0.091","","0.09","9.1","51","-0.039","1.49","0.16","0.0","","","","","0.0"
"308","Justyn Ross","KC","WR","10","2023","69","0.029","0.74","0.15","14.5","14.5","0.0","0.0","11.6","11","6","53","0","102","8.2","58","0.017","0.77","0.17","15.5","11","0.091","0.58","0.08","9.1","","","","","0.0","","","","","0.0"
"309","Derius Davis","LAC","WR","17","2023","69","0.029","0.94","0.24","5.8","5.8","0.0","0.0","2.9","17","15","66","0","-39","-0.2","16","0.000","0.94","0.29","12.5","49","0.041","0.92","0.22","4.1","","","","","0.0","","","","","0.0"
"310","Marquise Goodwin","CLV","WR","12","2023","68","0.176","0.94","0.18","14.7","8.8","5.9","0.0","2.9","13","4","67","0","388","10.6","43","0.233","0.09","0.18","20.9","25","0.080","2.33","0.19","4.0","","","","","0.0","","","","","0.0"
"311","Bo Melton","GB","WR","5","2023","66","0.106","3.16","0.33","15.2","12.1","0.0","3.0","10.6","23","16","218","1","275","8.5","43","0.023","2.89","0.34","14.0","21","0.286","4.14","0.32","19.0","","","","1.00","0.0","","","","","0.0"
"312","Tony Jones","NO, ARZ","RB","7","2023","65","0.015","0.57","0.14","1.5","1.5","0.0","0.0","0.0","9","7","37","0","-10","-2.1","3","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"313","Ian Thomas","CAR","TE","12","2023","65","-0.046","0.86","0.14","6.2","4.6","0.0","1.5","13.8","9","5","56","0","79","3.7","7","-0.429","","","0.0","8","-0.250","","","0.0","49","0.041","1.14","0.18","8.2","","","","","0.0"
"314","Jimmy Graham","NO","TE","13","2023","65","-0.062","0.60","0.11","7.7","6.2","1.5","0.0","13.8","7","6","39","4","60","5.2","17","-0.176","0.47","0.06","0.0","33","-0.091","0.79","0.12","9.1","15","0.133","0.33","0.13","13.3","","","","","0.0"
"315","Mike Boone","HST","RB","9","2023","64","0.031","0.60","0.13","4.7","4.7","0.0","0.0","1.6","9","7","40","0","6","-0.2","9","0.000","1.78","0.22","0.0","13","0.154","","0.07","15.4","","","","","0.0","","","","","0.0"
"316","Dare Ogunbowale","HST","RB","10","2023","63","-0.032","0.29","0.11","0.0","0.0","0.0","0.0","3.2","7","2","18","0","30","0.0","3","-0.667","","0.33","0.0","9","0.000","","","0.0","","","","","0.0","","","","","0.0"
