"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"991","Darrell Henderson","LA","RB","1","2023","1","9","GB","10","19","19.0","1.90","0","0","0","","0","","0.0","","40.0","50.0","1","0.10","23","2.30","121.1","-0.40","5","50.0","6","0","1.20","40.0","5","50.0","13","0","2.60","40.0","5.5","5.5","7.3","7.3"
"992","Jerome Ford","CLV","RB","1","2023","1","13","LA","9","19","19.0","2.11","0","0","2","","0","","0.0","","44.4","66.7","2","0.22","19","2.11","100.0","0.00","5","55.6","3","0","0.60","40.0","4","44.4","16","0","4.00","50.0","14.2","14.2","8.6","8.6"
"993","A.J. Dillon","GB","RB","1","2023","1","1","CHI","13","19","19.0","1.46","0","0","0","","0","","66.7","","15.4","69.2","0","","20","1.54","105.3","-0.08","4","30.8","9","0","2.25","","9","69.2","10","0","1.11","22.2","5.6","5.6","13.9","13.9"
"994","Jerick McKinnon","KC","RB","1","2023","1","14","BUF","4","19","19.0","4.75","1","0","2","","0","","0.0","25.0","75.0","50.0","0","","5","1.25","26.3","3.50","4","100.0","19","1","4.75","75.0","0","","0","0","","","12.7","12.7","6.4","6.4"
"995","Brock Purdy","SF","QB","1","2023","1","7","MIN","5","19","19.0","3.80","0","0","2","20.0","17","89.5","0.0","","40.0","50.0","1","0.20","3","0.60","15.8","0.00","0","","0","0","","","0","","0","0","","","14.8","14.8","2.2","2.2"
"996","Cam Akers","MIN","RB","1","2023","1","8","GB","9","19","19.0","2.11","1","0","2","","0","","0.0","11.1","33.3","66.7","1","0.11","16","1.78","84.2","0.33","7","77.8","15","1","2.14","28.6","2","22.2","4","0","2.00","50.0","9.5","9.5","7.0","7.0"
"997","Antonio Gibson","WAS","RB","1","2023","1","4","PHI","6","19","19.0","3.17","0","0","1","","0","","0.0","","16.7","66.7","1","0.17","13","2.17","68.4","1.00","4","66.7","15","0","3.75","25.0","2","33.3","4","0","2.00","","3.6","3.6","4.2","4.2"
"998","Dak Prescott","DAL","QB","1","2023","1","8","LA","4","19","19.0","4.75","0","0","2","","0","","0.0","","75.0","25.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","29.1","29.1","2.0","2.0"
"999","Miles Sanders","CAR","RB","1","2023","1","4","MIN","13","19","19.0","1.46","0","0","1","","0","","100.0","","7.7","92.3","0","","19","1.46","100.0","0.00","9","69.2","14","0","1.56","11.1","4","30.8","5","0","1.25","","6.2","6.2","13.5","13.5"
"1000","Alvin Kamara","NO","RB","1","2023","1","16","LA","9","19","19.0","2.11","0","0","0","","0","","0.0","","22.2","77.8","0","","10","1.11","52.6","1.00","7","77.8","16","0","2.29","28.6","2","22.2","3","0","1.50","","8.5","8.5","13.7","13.7"
"1001","Isaiah Spiller","LAC","RB","1","2023","1","14","DEN","6","19","19.0","3.17","0","0","0","","0","","0.0","","66.7","33.3","0","","13","2.17","68.4","1.00","4","66.7","20","0","5.00","100.0","2","33.3","-1","0","-0.50","","1.9","1.9","2.7","2.7"
"1002","Michael Carter","ARZ","RB","1","2023","1","12","LA","4","19","19.0","4.75","0","0","1","","0","","0.0","","75.0","25.0","0","","6","1.50","31.6","3.25","3","75.0","12","0","4.00","66.7","1","25.0","7","0","7.00","100.0","7.4","7.4","7.8","7.8"
"1003","Sam Darnold","SF","QB","1","2023","1","18","LA","7","19","19.0","2.71","1","1","3","","0","","16.7","14.3","57.1","42.9","1","0.14","9","1.29","47.4","1.14","0","","0","0","","","1","14.3","9","0","9.00","100.0","18.5","18.5","6.3","6.3"
"1004","D'Ernest Johnson","JAX","RB","1","2023","1","12","HST","7","19","19.0","2.71","0","0","2","","0","","0.0","","57.1","42.9","1","0.14","14","2.00","73.7","0.71","3","42.9","7","0","2.33","33.3","4","57.1","12","0","3.00","75.0","7.1","7.1","7.2","7.2"
"1005","Emanuel Wilson","GB","RB","1","2023","1","7","DEN","2","19","19.0","9.50","0","0","1","","0","","0.0","","100.0","","1","0.50","9","4.50","47.4","5.00","1","50.0","5","0","5.00","100.0","1","50.0","14","0","14.00","100.0","4.7","4.7","3.9","3.9"
"1006","Eric Gray","NYG","RB","1","2023","1","18","PHI","3","19","19.0","6.33","0","0","1","","0","","0.0","","66.7","33.3","0","","8","2.67","42.1","3.67","2","66.7","7","0","3.50","50.0","1","33.3","12","0","12.00","100.0","3.8","3.8","3.0","3.0"
"1007","Jaylen Warren","PIT","RB","1","2023","1","8","JAX","5","19","19.0","3.80","0","0","1","","0","","0.0","","40.0","60.0","2","0.40","10","2.00","52.6","1.80","3","60.0","9","0","3.00","33.3","2","40.0","10","0","5.00","50.0","7.8","7.8","10.0","10.0"
"1008","Jonathan Taylor","IND","RB","1","2023","1","6","JAX","8","19","19.0","2.38","0","0","2","","0","","50.0","","37.5","62.5","3","0.38","19","2.38","100.0","0.00","7","87.5","16","0","2.29","42.9","1","12.5","3","0","3.00","","11.5","11.5","16.1","16.1"
"1009","Darrynton Evans","CHI","RB","1","2023","1","8","LAC","4","18","18.0","4.50","1","0","3","","0","","33.3","25.0","75.0","25.0","0","","2","0.50","11.1","4.00","1","25.0","4","0","4.00","100.0","3","75.0","14","1","4.67","66.7","13.0","13.0","8.6","8.6"
"1010","Austin Ekeler","LAC","RB","1","2023","1","13","NE","14","18","18.0","1.29","0","0","4","","0","","0.0","","42.9","50.0","1","0.07","23","1.64","127.8","-0.36","8","57.1","14","0","1.75","50.0","6","42.9","4","0","0.67","33.3","4.7","4.7","11.3","11.3"
"1011","Rico Dowdle","DAL","RB","1","2023","1","8","LA","5","18","18.0","3.60","0","0","1","","0","","0.0","","40.0","60.0","0","","14","2.80","77.8","0.80","3","60.0","11","0","3.67","33.3","2","40.0","7","0","3.50","50.0","4.5","4.5","7.2","7.2"
"1012","Melvin Gordon","BLT","RB","1","2023","1","18","PIT","7","18","18.0","2.57","0","1","1","","0","","0.0","","42.9","57.1","0","","9","1.29","50.0","1.29","4","57.1","12","0","3.00","50.0","3","42.9","6","0","2.00","33.3","0.8","0.8","3.3","3.3"
"1013","Mitchell Trubisky","PIT","QB","1","2023","1","8","JAX","3","18","18.0","6.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","9.3","9.3","1.5","1.5"
"1014","Devin Singletary","HST","RB","1","2023","1","12","JAX","6","18","18.0","3.00","0","0","1","","0","","66.7","","50.0","66.7","1","0.17","18","3.00","100.0","0.00","3","50.0","1","0","0.33","33.3","3","50.0","17","0","5.67","66.7","13.2","13.2","17.9","17.9"
"1015","Miles Sanders","CAR","RB","1","2023","1","18","TB","3","18","18.0","6.00","0","0","1","","0","","0.0","","33.3","66.7","0","","5","1.67","27.8","4.33","3","100.0","18","0","6.00","33.3","0","","0","0","","","1.8","1.8","1.4","1.4"
"1016","Jake Browning","CIN","QB","1","2023","1","18","CLV","2","18","18.0","9.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","19.0","19.0","1.3","1.3"
"1017","Bryce Young","CAR","QB","1","2023","1","10","CHI","3","18","18.0","6.00","0","0","3","","0","","0.0","","100.0","","1","0.33","13","4.33","72.2","0.00","0","","0","0","","","0","","0","0","","","9.2","9.2","2.3","2.3"
"1018","Desmond Ridder","ATL","QB","1","2023","1","6","WAS","2","18","18.0","9.00","0","0","2","","0","","0.0","","100.0","","0","","2","1.00","11.1","0.00","0","","0","0","","","0","","0","0","","","19.1","19.1","1.1","1.1"
"1019","Joshua Kelley","LAC","RB","1","2023","1","9","NYJ","3","18","18.0","6.00","0","0","1","","0","","0.0","","66.7","33.3","2","0.67","8","2.67","44.4","3.33","1","33.3","4","0","4.00","100.0","2","66.7","14","0","7.00","50.0","3.2","3.2","2.6","2.6"
"1020","Jonathan Taylor","IND","RB","1","2023","1","5","TEN","6","18","18.0","3.00","0","0","0","","0","","0.0","","33.3","66.7","1","0.17","16","2.67","88.9","0.33","4","66.7","14","0","3.50","50.0","2","33.3","4","0","2.00","","4.4","4.4","4.2","4.2"
"1021","Tyjae Spears","TEN","RB","1","2023","1","9","PIT","5","18","18.0","3.60","0","0","0","","0","","0.0","","40.0","40.0","0","","16","3.20","88.9","0.40","5","100.0","18","0","3.60","40.0","0","","0","0","","","6.2","6.2","13.0","13.0"
"1022","Jerome Ford","CLV","RB","1","2023","1","3","TEN","10","18","18.0","1.80","1","0","1","","0","","100.0","10.0","30.0","70.0","6","0.60","31","3.10","172.2","-1.30","3","30.0","7","0","2.33","33.3","7","70.0","11","1","1.57","28.6","19.1","19.1","11.7","11.7"
"1023","Dalvin Cook","NYJ","RB","1","2023","1","3","NE","8","18","18.0","2.25","0","0","2","","0","","0.0","","37.5","62.5","0","","19","2.38","105.6","-0.13","4","50.0","13","0","3.25","25.0","4","50.0","5","0","1.25","50.0","5.9","5.9","7.9","7.9"
"1024","Tyjae Spears","TEN","RB","1","2023","1","10","TB","5","18","18.0","3.60","0","0","1","20.0","15","83.3","0.0","","20.0","80.0","0","","12","2.40","66.7","1.20","1","20.0","1","0","1.00","","4","80.0","17","0","4.25","25.0","10.0","10.0","8.2","8.2"
"1025","Trevor Siemian","NYJ","QB","1","2023","1","16","WAS","4","18","18.0","4.50","0","1","2","","0","","0.0","","50.0","25.0","0","","2","0.50","11.1","0.25","0","","0","0","","","0","","0","0","","","12.5","12.5","1.9","1.9"
"1026","Roschon Johnson","CHI","RB","1","2023","1","10","CAR","5","18","18.0","3.60","0","0","1","","0","","0.0","","60.0","20.0","0","","12","2.40","66.7","1.20","3","60.0","12","0","4.00","66.7","2","40.0","6","0","3.00","50.0","7.2","7.2","11.3","11.3"
"1027","D'Andre Swift","PHI","RB","1","2023","1","6","NYJ","10","18","18.0","1.80","0","0","2","","0","","33.3","","40.0","60.0","0","","11","1.10","61.1","0.70","3","30.0","14","0","4.67","66.7","7","70.0","4","0","0.57","28.6","18.8","18.8","20.2","20.2"
"1028","Kenneth Walker","SEA","RB","1","2023","1","11","LA","4","18","18.0","4.50","0","0","0","","0","","0.0","","75.0","25.0","2","0.50","6","1.50","33.3","3.00","3","75.0","12","0","4.00","66.7","1","25.0","6","0","6.00","100.0","2.6","2.6","3.1","3.1"
"1029","Breece Hall","NYJ","RB","1","2023","1","3","NE","12","18","18.0","1.50","0","1","2","","0","","0.0","","33.3","66.7","2","0.17","16","1.33","88.9","0.17","9","75.0","9","0","1.00","22.2","3","25.0","9","0","3.00","66.7","3.7","3.7","9.7","9.7"
"1030","Sam Howell","WAS","QB","1","2023","1","3","BUF","1","18","18.0","18.00","0","0","1","100.0","18","100.0","0.0","","100.0","","2","2.00","22","22.00","122.2","0.00","0","","0","0","","","0","","0","0","","","4.6","4.6","0.4","0.4"
"1031","Aaron Jones","GB","RB","1","2023","1","4","DET","5","18","18.0","3.60","0","0","0","","0","","0.0","","60.0","40.0","0","","6","1.20","33.3","2.40","2","40.0","1","0","0.50","","3","60.0","17","0","5.67","100.0","2.4","2.4","6.7","6.7"
"1032","Raheem Blackshear","CAR","RB","1","2023","1","6","MIA","5","18","18.0","3.60","0","0","1","","0","","0.0","","40.0","40.0","1","0.20","11","2.20","61.1","1.40","2","40.0","6","0","3.00","50.0","3","60.0","12","0","4.00","33.3","3.2","3.2","3.6","3.6"
"1033","Justin Herbert","LAC","QB","1","2023","1","1","MIA","5","17","17.0","3.40","1","0","4","","0","","16.7","20.0","80.0","20.0","0","","3","0.60","17.6","0.20","0","","0","0","","","0","","0","0","","","20.9","20.9","5.5","5.5"
"1034","Malik Willis","TEN","QB","1","2023","1","6","BLT","3","17","17.0","5.67","0","0","1","","0","","0.0","","33.3","33.3","0","","4","1.33","23.5","0.00","0","","0","0","","","0","","0","0","","","4.7","4.7","4.5","4.5"
"1035","Jahmyr Gibbs","DET","RB","1","2023","1","2","SEA","7","17","17.0","2.43","0","0","1","","0","","0.0","","14.3","71.4","2","0.29","10","1.43","58.8","1.00","3","42.9","2","0","0.67","","4","57.1","15","0","3.75","25.0","12.6","12.6","16.0","16.0"
"1036","Bryce Young","CAR","QB","1","2023","1","1","ATL","3","17","17.0","5.67","0","1","1","33.3","16","94.1","0.0","","33.3","33.3","1","0.33","12","4.00","70.6","-1.00","1","33.3","-3","0","-3.00","","0","","0","0","","","9.5","9.5","1.3","1.3"
"1037","Dak Prescott","DAL","QB","1","2023","1","10","NYG","2","17","17.0","8.50","1","0","2","","0","","0.0","50.0","100.0","","0","","2","1.00","11.8","0.00","0","","0","0","","","0","","0","0","","","38.9","38.9","1.0","1.0"
"1038","Alexander Mattison","MIN","RB","1","2023","1","17","GB","3","17","17.0","5.67","0","0","0","","0","","0.0","","100.0","","1","0.33","11","3.67","64.7","2.00","3","100.0","17","0","5.67","100.0","0","","0","0","","","5.0","5.0","4.1","4.1"
"1039","Matt Breida","NYG","RB","1","2023","1","3","SF","4","17","17.0","4.25","1","0","1","","0","","0.0","25.0","50.0","50.0","2","0.50","9","2.25","52.9","2.00","0","","0","0","","","4","100.0","17","1","4.25","50.0","10.8","10.8","6.2","6.2"
"1040","Trey Sermon","IND","RB","1","2023","1","3","BLT","5","17","17.0","3.40","0","0","0","","0","","0.0","","40.0","40.0","0","","11","2.20","64.7","1.20","5","100.0","17","0","3.40","40.0","0","","0","0","","","3.1","3.1","5.4","5.4"
"1041","Antonio Gibson","WAS","RB","1","2023","1","3","BUF","2","17","17.0","8.50","0","0","1","","0","","0.0","","50.0","","0","","5","2.50","29.4","6.00","2","100.0","17","0","8.50","50.0","0","","0","0","","","4.4","4.4","8.5","8.5"
"1042","Sam Howell","WAS","QB","1","2023","1","10","SEA","2","17","17.0","8.50","0","1","1","50.0","15","88.2","0.0","","100.0","","0","","12","6.00","70.6","2.50","0","","0","0","","","1","50.0","15","0","15.00","100.0","25.2","25.2","0.8","0.8"
"1043","Lamar Jackson","BLT","QB","1","2023","1","8","ARZ","5","17","17.0","3.40","0","0","1","","0","","0.0","","20.0","50.0","1","0.20","12","2.40","70.6","0.80","1","20.0","1","0","1.00","","2","40.0","16","0","8.00","50.0","12.0","12.0","2.0","2.0"
"1044","Trevor Lawrence","JAX","QB","1","2023","1","11","TEN","5","17","17.0","3.40","2","0","2","","0","","100.0","40.0","40.0","40.0","1","0.20","5","1.00","29.4","0.20","3","60.0","3","1","1.00","33.3","0","","0","0","","","32.2","32.2","4.8","4.8"
"1045","Josh Allen","BUF","QB","1","2023","1","4","MIA","4","17","17.0","4.25","1","0","1","","0","","0.0","25.0","25.0","33.3","0","","1","0.25","5.9","2.50","0","","0","0","","","1","25.0","11","1","11.00","100.0","36.5","36.5","1.7","1.7"
"1046","Tommy DeVito","NYG","QB","1","2023","1","9","LV","4","17","17.0","4.25","0","0","0","","0","","0.0","","50.0","25.0","0","","5","1.25","29.4","0.00","0","","0","0","","","0","","0","0","","","10.7","10.7","2.0","2.0"
"1047","Breece Hall","NYJ","RB","1","2023","1","8","NYG","12","17","17.0","1.42","0","0","0","","0","","0.0","","25.0","75.0","2","0.17","24","2.00","141.2","-0.58","3","25.0","0","0","","","9","75.0","17","0","1.89","33.3","21.3","21.3","17.6","17.6"
"1048","Kenneth Gainwell","PHI","RB","1","2023","1","5","LA","7","17","17.0","2.43","0","0","1","","0","","0.0","","28.6","57.1","3","0.43","17","2.43","100.0","0.00","5","71.4","10","0","2.00","20.0","2","28.6","7","0","3.50","50.0","3.4","3.4","6.6","6.6"
"1049","Justin Herbert","LAC","QB","1","2023","1","9","NYJ","3","17","17.0","5.67","0","0","1","","0","","0.0","","33.3","","1","0.33","2","0.67","11.8","0.00","0","","0","0","","","0","","0","0","","","7.1","7.1","1.2","1.2"
"1050","Matthew Stafford","LA","QB","1","2023","1","2","SF","4","17","17.0","4.25","0","0","1","","0","","0.0","","25.0","50.0","0","","3","0.75","17.6","0.00","0","","0","0","","","0","","0","0","","","16.0","16.0","1.9","1.9"
"1051","Michael Carter","ARZ","RB","1","2023","1","18","SEA","4","17","17.0","4.25","0","0","1","25.0","15","88.2","0.0","","25.0","75.0","0","","8","2.00","47.1","2.25","1","25.0","2","0","2.00","","3","75.0","15","0","5.00","33.3","2.9","2.9","5.7","5.7"
"1052","Ezekiel Elliott","NE","RB","1","2023","1","9","WAS","6","17","17.0","2.83","0","0","1","","0","","0.0","","33.3","50.0","0","","13","2.17","76.5","0.67","2","33.3","6","0","3.00","50.0","4","66.7","11","0","2.75","25.0","6.2","6.2","8.6","8.6"
"1053","Bryce Young","CAR","QB","1","2023","1","16","GB","4","17","17.0","4.25","0","1","1","","0","","0.0","","75.0","25.0","0","","2","0.50","11.8","0.75","0","","0","0","","","0","","0","0","","","22.2","22.2","2.0","2.0"
"1054","Baker Mayfield","TB","QB","1","2023","1","2","CHI","6","17","17.0","2.83","0","0","0","","0","","0.0","","33.3","50.0","1","0.17","1","0.17","5.9","-0.33","0","","0","0","","","0","","0","0","","","18.4","18.4","2.2","2.2"
"1055","Josh Allen","BUF","QB","1","2023","1","7","NE","7","17","17.0","2.43","1","1","2","","0","","100.0","14.3","42.9","42.9","0","","10","1.43","58.8","0.43","0","","0","0","","","0","","0","0","","","26.3","26.3","9.6","9.6"
"1056","Dare Ogunbowale","HST","RB","1","2023","1","15","TEN","1","17","17.0","17.00","0","0","0","100.0","17","100.0","0.0","","","","0","","2","2.00","11.8","15.00","0","","0","0","","","1","100.0","17","0","17.00","","1.7","1.7","2.3","2.3"
"1057","Ty Chandler","MIN","RB","1","2023","1","16","DET","8","17","17.0","2.13","1","0","1","","0","","100.0","12.5","25.0","75.0","0","","10","1.25","58.8","0.88","4","50.0","11","1","2.75","50.0","4","50.0","6","0","1.50","","7.7","7.7","6.6","6.6"
"1058","Deuce Vaughn","DAL","RB","1","2023","1","2","NYJ","3","16","16.0","5.33","0","0","1","","0","","0.0","","33.3","66.7","0","","5","1.67","31.3","3.67","3","100.0","16","0","5.33","33.3","0","","0","0","","","6.2","6.2","6.1","6.1"
"1059","Chase Brown","CIN","RB","1","2023","1","16","PIT","4","16","16.0","4.00","0","0","0","","0","","0.0","","100.0","","1","0.25","10","2.50","62.5","1.50","2","50.0","8","0","4.00","100.0","2","50.0","8","0","4.00","100.0","4.4","4.4","4.5","4.5"
"1060","Joe Mixon","CIN","RB","1","2023","1","12","PIT","8","16","16.0","2.00","0","0","0","","0","","0.0","","12.5","62.5","1","0.13","10","1.25","62.5","0.75","1","12.5","1","0","1.00","","7","87.5","15","0","2.14","14.3","8.0","8.0","7.9","7.9"
"1061","Bailey Zappe","NE","QB","1","2023","1","13","LAC","4","16","16.0","4.00","0","0","2","","0","","0.0","","100.0","","0","","2","0.50","12.5","0.25","0","","0","0","","","0","","0","0","","","7.2","7.2","2.0","2.0"
"1062","Chuba Hubbard","CAR","RB","1","2023","1","2","NO","2","16","16.0","8.00","0","0","1","","0","","0.0","","50.0","50.0","1","0.50","16","8.00","100.0","0.00","2","100.0","16","0","8.00","50.0","0","","0","0","","","10.0","10.0","7.9","7.9"
"1063","Kenneth Gainwell","PHI","RB","1","2023","1","7","MIA","8","16","16.0","2.00","1","0","1","","0","","50.0","12.5","25.0","62.5","1","0.13","13","1.63","81.3","0.38","4","50.0","8","0","2.00","25.0","4","50.0","8","1","2.00","25.0","7.6","7.6","7.2","7.2"
"1064","Dalvin Cook","NYJ","RB","1","2023","1","4","KC","5","16","16.0","3.20","0","0","0","","0","","100.0","","40.0","40.0","0","","9","1.80","56.3","1.40","3","60.0","7","0","2.33","33.3","2","40.0","9","0","4.50","50.0","2.8","2.8","4.4","4.4"
"1065","D'Onta Foreman","CHI","RB","1","2023","1","1","GB","5","16","16.0","3.20","0","0","2","","0","","0.0","","40.0","60.0","1","0.20","11","2.20","68.8","1.00","1","20.0","3","0","3.00","","3","60.0","20","0","6.67","66.7","4.4","4.4","7.0","7.0"
"1066","Joshua Kelley","LAC","RB","1","2023","1","13","NE","6","16","16.0","2.67","0","0","1","","0","","0.0","","50.0","66.7","0","","14","2.33","87.5","0.33","2","33.3","4","0","2.00","50.0","4","66.7","12","0","3.00","50.0","4.5","4.5","7.5","7.5"
"1067","Breece Hall","NYJ","RB","1","2023","1","13","ATL","13","16","16.0","1.23","0","0","1","","0","","0.0","","15.4","69.2","3","0.23","17","1.31","106.3","-0.08","7","53.8","14","0","2.00","28.6","6","46.2","2","0","0.33","","10.5","10.5","17.5","17.5"
"1068","Rashaad Penny","PHI","RB","1","2023","1","18","NYG","6","16","16.0","2.67","0","0","0","","0","","0.0","","50.0","50.0","0","","12","2.00","75.0","0.67","4","66.7","11","0","2.75","50.0","2","33.3","5","0","2.50","50.0","1.6","1.6","2.6","2.6"
"1069","Craig Reynolds","DET","RB","1","2023","1","7","BLT","3","16","16.0","5.33","0","0","1","","0","","0.0","","33.3","33.3","1","0.33","15","5.00","93.8","0.33","3","100.0","16","0","5.33","33.3","0","","0","0","","","3.5","3.5","2.9","2.9"
"1070","Zach Charbonnet","SEA","RB","1","2023","1","15","PHI","4","16","16.0","4.00","0","0","1","","0","","0.0","","50.0","50.0","0","","9","2.25","56.3","1.75","2","50.0","8","0","4.00","50.0","2","50.0","8","0","4.00","50.0","1.6","1.6","3.4","3.4"
"1071","Ezekiel Elliott","NE","RB","1","2023","1","4","DAL","6","16","16.0","2.67","0","0","1","","0","","0.0","","33.3","66.7","0","","14","2.33","87.5","0.33","2","33.3","13","0","6.50","100.0","4","66.7","3","0","0.75","","4.2","4.2","7.2","7.2"
"1072","Tank Bigsby","JAX","RB","1","2023","1","18","TEN","3","16","16.0","5.33","0","0","1","","0","","0.0","","100.0","","1","0.33","8","2.67","50.0","2.67","2","66.7","13","0","6.50","100.0","1","33.3","3","0","3.00","100.0","1.6","1.6","1.7","1.7"
"1073","Royce Freeman","LA","RB","1","2023","1","15","WAS","6","16","16.0","2.67","0","0","0","","0","","50.0","","33.3","66.7","0","","9","1.50","56.3","1.17","1","16.7","2","0","2.00","","4","66.7","11","0","2.75","50.0","1.6","1.6","4.9","4.9"
"1074","Zach Charbonnet","SEA","RB","1","2023","1","2","DET","4","16","16.0","4.00","0","0","2","","0","","20.0","","75.0","50.0","3","0.75","14","3.50","87.5","0.50","4","100.0","16","0","4.00","75.0","0","","0","0","","","5.0","5.0","5.3","5.3"
"1075","Kenneth Walker","SEA","RB","1","2023","1","9","BLT","9","16","16.0","1.78","0","0","0","","0","","0.0","","11.1","77.8","2","0.22","19","2.11","118.8","-0.33","7","77.8","17","0","2.43","14.3","2","22.2","-1","0","-0.50","","2.7","2.7","7.7","7.7"
"1076","Ke'Shawn Vaughn","TB","RB","1","2023","1","4","NO","9","16","16.0","1.78","0","0","0","","0","","50.0","","22.2","77.8","1","0.11","23","2.56","143.8","-0.78","5","55.6","3","0","0.60","20.0","4","44.4","13","0","3.25","25.0","2.9","2.9","8.1","8.1"
"1077","Deshaun Watson","CLV","QB","1","2023","1","3","TEN","4","16","16.0","4.00","0","0","2","","0","","0.0","","75.0","25.0","2","0.50","6","1.50","37.5","2.50","0","","0","0","","","2","50.0","10","0","5.00","50.0","21.2","21.2","2.5","2.5"
"1078","Darrynton Evans","MIA","RB","1","2023","1","12","NYJ","2","16","16.0","8.00","0","0","1","","0","","0.0","","50.0","50.0","0","","9","4.50","56.3","3.50","1","50.0","13","0","13.00","100.0","1","50.0","3","0","3.00","","1.6","1.6","1.0","1.0"
"1079","Kenny Pickett","PIT","QB","1","2023","1","10","GB","4","16","16.0","4.00","0","0","2","","0","","0.0","","75.0","25.0","0","","0","","","0.25","0","","0","0","","","0","","0","0","","","6.6","6.6","1.4","1.4"
"1080","Joshua Kelley","LAC","RB","1","2023","1","10","DET","5","16","16.0","3.20","0","0","0","","0","","0.0","","40.0","60.0","0","","14","2.80","87.5","0.40","5","100.0","16","0","3.20","40.0","0","","0","0","","","1.6","1.6","2.6","2.6"
"1081","Tyler Allgeier","ATL","RB","1","2023","1","4","JAX","7","16","16.0","2.29","0","0","1","","0","","0.0","","42.9","42.9","0","","13","1.86","81.3","0.43","4","57.1","1","0","0.25","50.0","3","42.9","15","0","5.00","33.3","2.2","2.2","6.9","6.9"
"1082","C.J. Stroud","HST","QB","1","2023","1","4","PIT","4","16","16.0","4.00","0","0","3","","0","","50.0","","75.0","25.0","1","0.25","6","1.50","37.5","0.25","0","","0","0","","","0","","0","0","","","21.8","21.8","2.8","2.8"
"1083","Matt Breida","NYG","RB","1","2023","1","14","GB","2","16","16.0","8.00","0","0","1","","0","","0.0","","100.0","","1","0.50","3","1.50","18.8","6.50","2","100.0","16","0","8.00","100.0","0","","0","0","","","1.6","1.6","1.2","1.2"
"1084","Dameon Pierce","HST","RB","1","2023","1","17","TEN","8","16","16.0","2.00","0","0","0","","0","","0.0","","25.0","50.0","1","0.13","18","2.25","112.5","-0.25","5","62.5","13","0","2.60","40.0","3","37.5","3","0","1.00","","3.1","3.1","5.5","5.5"
"1085","Chase Edmonds","TB","RB","1","2023","1","17","NO","3","16","16.0","5.33","0","0","1","","0","","0.0","","66.7","33.3","0","","3","1.00","18.8","4.33","2","66.7","18","0","9.00","100.0","1","33.3","-2","0","-2.00","","10.6","10.6","10.2","10.2"
"1086","Devin Singletary","HST","RB","1","2023","1","1","BLT","7","15","15.0","2.14","0","0","0","","0","","0.0","","28.6","71.4","1","0.14","15","2.14","100.0","0.00","5","71.4","14","0","2.80","40.0","2","28.6","1","0","0.50","","1.5","1.5","3.3","3.3"
"1087","Gus Edwards","BLT","RB","1","2023","1","14","LA","6","15","15.0","2.50","0","0","0","","0","","0.0","","16.7","83.3","1","0.17","12","2.00","80.0","0.50","2","33.3","4","0","2.00","","4","66.7","11","0","2.75","25.0","1.5","1.5","3.1","3.1"
"1088","Tua Tagovailoa","MIA","QB","1","2023","1","14","TEN","3","15","15.0","5.00","0","0","1","","0","","0.0","","66.7","33.3","1","0.33","5","1.67","33.3","0.00","0","","0","0","","","0","","0","0","","","10.1","10.1","2.3","2.3"
"1089","Zamir White","LV","RB","1","2023","1","4","LAC","3","15","15.0","5.00","0","0","1","","0","","0.0","","66.7","33.3","2","0.67","12","4.00","80.0","1.00","1","33.3","4","0","4.00","100.0","2","66.7","11","0","5.50","50.0","1.5","1.5","1.5","1.5"
"1090","Craig Reynolds","DET","RB","1","2023","1","6","TB","10","15","15.0","1.50","0","0","1","","0","","0.0","","20.0","80.0","1","0.10","16","1.60","106.7","-0.10","5","50.0","9","0","1.80","40.0","5","50.0","6","0","1.20","","6.3","6.3","8.8","8.8"
"1091","Jaleel McLaughlin","DEN","RB","1","2023","1","3","MIA","5","15","15.0","3.00","0","0","0","","0","","0.0","","40.0","40.0","1","0.20","7","1.40","46.7","1.60","4","80.0","12","0","3.00","50.0","1","20.0","3","0","3.00","","1.5","1.5","2.4","2.4"
"1092","Rico Dowdle","DAL","RB","1","2023","1","5","SF","5","15","15.0","3.00","0","0","1","","0","","0.0","","40.0","40.0","1","0.20","15","3.00","100.0","0.00","3","60.0","10","0","3.33","33.3","2","40.0","5","0","2.50","50.0","1.5","1.5","4.0","4.0"
"1093","Justin Herbert","LAC","QB","1","2023","1","10","DET","4","15","15.0","3.75","0","0","2","","0","","33.3","","50.0","50.0","0","","3","0.75","20.0","0.25","0","","0","0","","","0","","0","0","","","29.4","29.4","7.3","7.3"
"1094","Damien Harris","BUF","RB","1","2023","1","3","WAS","5","15","15.0","3.00","0","0","1","","0","","0.0","","20.0","60.0","0","","12","2.40","80.0","0.60","1","20.0","4","0","4.00","","4","80.0","11","0","2.75","25.0","1.5","1.5","2.3","2.3"
"1095","Latavius Murray","BUF","RB","1","2023","1","3","WAS","5","15","15.0","3.00","1","0","2","","0","","66.7","20.0","60.0","40.0","0","","8","1.60","53.3","1.40","3","60.0","12","1","4.00","100.0","2","40.0","3","0","1.50","","9.1","9.1","7.5","7.5"
