"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"375","Jahmyr Gibbs","DET","RB","1","2023","1","12","GB","11","54","54.0","4.91","0","0","2","9.1","23","42.6","0.0","","36.4","54.5","1","0.09","19","1.73","35.2","3.18","7","63.6","23","0","3.29","42.9","4","36.4","31","0","7.75","25.0","11.3","11.3","18.7","18.7"
"376","Kenneth Gainwell","PHI","RB","1","2023","1","1","NE","14","54","54.0","3.86","0","0","4","7.1","16","29.6","0.0","","35.7","57.1","3","0.21","26","1.86","48.1","2.00","6","42.9","23","0","3.83","50.0","8","57.1","31","0","3.88","25.0","11.4","11.4","12.9","12.9"
"377","Lamar Jackson","BLT","QB","1","2023","1","11","CIN","9","54","54.0","6.00","0","0","2","","0","","0.0","","55.6","22.2","1","0.11","8","0.89","14.8","3.44","2","22.2","11","0","5.50","100.0","3","33.3","23","0","7.67","66.7","24.0","24.0","5.6","5.6"
"378","Zach Wilson","NYJ","QB","1","2023","1","10","LV","4","54","54.0","13.50","0","0","2","50.0","40","74.1","0.0","","50.0","25.0","0","","5","1.25","9.3","0.00","0","","0","0","","","0","","0","0","","","14.9","14.9","2.3","2.3"
"379","Lamar Jackson","BLT","QB","1","2023","1","2","CIN","12","54","54.0","4.50","0","0","3","","0","","0.0","","33.3","45.5","4","0.33","13","1.08","24.1","1.00","0","","0","0","","","4","33.3","18","0","4.50","","22.9","22.9","5.4","5.4"
"380","Ezekiel Elliott","NE","RB","1","2023","1","18","NYJ","13","54","54.0","4.15","0","0","2","","0","","0.0","","46.2","46.2","3","0.23","41","3.15","75.9","1.00","2","15.4","16","0","8.00","50.0","11","84.6","38","0","3.45","45.5","13.1","13.1","15.6","15.6"
"381","Ezekiel Elliott","NE","RB","1","2023","1","10","IND","13","54","54.0","4.15","0","0","3","","0","","100.0","","61.5","38.5","5","0.38","34","2.62","63.0","1.54","5","38.5","28","0","5.60","60.0","8","61.5","26","0","3.25","62.5","10.8","10.8","10.9","10.9"
"382","Patrick Mahomes","KC","QB","1","2023","1","16","LV","10","53","53.0","5.30","0","0","4","","0","","0.0","","60.0","20.0","0","","7","0.70","13.2","-0.30","0","","0","0","","","1","10.0","-2","0","-2.00","","17.7","17.7","4.8","4.8"
"383","Tony Pollard","DAL","RB","1","2023","1","8","LA","12","53","53.0","4.42","0","0","2","","0","","0.0","","41.7","25.0","1","0.08","30","2.50","56.6","1.92","5","41.7","25","0","5.00","60.0","7","58.3","28","0","4.00","28.6","6.5","6.5","7.1","7.1"
"384","Brian Robinson","WAS","RB","1","2023","1","12","DAL","15","53","53.0","3.53","0","0","2","","0","","0.0","","26.7","66.7","1","0.07","39","2.60","73.6","0.93","10","66.7","34","0","3.40","30.0","5","33.3","19","0","3.80","20.0","8.4","8.4","11.1","11.1"
"385","Bijan Robinson","ATL","RB","1","2023","1","13","NYJ","18","53","53.0","2.94","0","0","1","","0","","0.0","","33.3","50.0","5","0.28","35","1.94","66.0","1.00","11","61.1","38","0","3.45","36.4","7","38.9","15","0","2.14","28.6","10.9","10.9","14.1","14.1"
"386","Kenneth Walker","SEA","RB","1","2023","1","17","PIT","10","53","53.0","5.30","1","1","3","","0","","0.0","10.0","50.0","40.0","3","0.30","30","3.00","56.6","2.30","8","80.0","42","1","5.25","50.0","1","10.0","11","0","11.00","100.0","16.5","16.5","10.3","10.3"
"387","Aaron Jones","GB","RB","1","2023","1","15","TB","13","53","53.0","4.08","0","0","2","7.7","20","37.7","100.0","","53.8","46.2","0","","18","1.38","34.0","2.69","7","53.8","15","0","2.14","42.9","6","46.2","38","0","6.33","66.7","10.9","10.9","15.9","15.9"
"388","Brian Robinson","WAS","RB","1","2023","1","13","MIA","7","53","53.0","7.57","0","0","2","14.3","29","54.7","50.0","","57.1","28.6","2","0.29","30","4.29","56.6","3.29","5","71.4","42","0","8.40","40.0","2","28.6","11","0","5.50","100.0","5.3","5.3","6.2","6.2"
"389","Travis Etienne","JAX","RB","1","2023","1","7","NO","14","53","53.0","3.79","2","0","4","7.1","17","32.1","100.0","14.3","57.1","35.7","4","0.29","35","2.50","66.0","1.29","8","57.1","23","1","2.88","50.0","5","35.7","13","0","2.60","60.0","22.7","22.7","12.8","12.8"
"390","A.J. Dillon","GB","RB","1","2023","1","14","NYG","15","53","53.0","3.53","0","0","2","","0","","0.0","","53.3","40.0","0","","30","2.00","56.6","1.53","9","60.0","29","0","3.22","55.6","6","40.0","24","0","4.00","50.0","9.8","9.8","11.0","11.0"
"391","Najee Harris","PIT","RB","1","2023","1","7","LA","14","53","53.0","3.79","1","1","3","","0","","50.0","7.1","57.1","42.9","4","0.29","29","2.07","54.7","1.71","6","42.9","28","0","4.67","66.7","8","57.1","25","1","3.13","50.0","15.8","15.8","15.4","15.4"
"392","Zach Charbonnet","SEA","RB","1","2023","1","8","CLV","5","53","53.0","10.60","0","0","3","40.0","41","77.4","0.0","","60.0","40.0","1","0.20","25","5.00","47.2","5.60","5","100.0","53","0","10.60","60.0","0","","0","0","","","8.4","8.4","5.5","5.5"
"393","Kyren Williams","LA","RB","1","2023","1","5","PHI","13","53","53.0","4.08","0","0","2","","0","","0.0","","46.2","46.2","6","0.46","34","2.62","64.2","1.46","7","53.8","21","0","3.00","28.6","6","46.2","32","0","5.33","66.7","7.7","7.7","9.9","9.9"
"394","Craig Reynolds","DET","RB","1","2023","1","5","CAR","7","52","52.0","7.43","1","0","3","28.6","36","69.2","40.0","14.3","71.4","28.6","2","0.29","36","5.14","69.2","2.29","6","85.7","52","1","8.67","83.3","1","14.3","0","0","","","11.2","11.2","5.1","5.1"
"395","Javonte Williams","DEN","RB","1","2023","1","1","LV","13","52","52.0","4.00","0","0","2","","0","","100.0","","53.8","46.2","4","0.31","37","2.85","71.2","1.15","6","46.2","33","0","5.50","66.7","7","53.8","19","0","2.71","42.9","9.7","9.7","16.3","16.3"
"396","Alexander Mattison","MIN","RB","1","2023","1","12","CHI","10","52","52.0","5.20","0","0","3","10.0","21","40.4","0.0","","50.0","50.0","4","0.40","37","3.70","71.2","1.50","7","70.0","44","0","6.29","57.1","3","30.0","8","0","2.67","33.3","8.3","8.3","8.0","8.0"
"397","Gus Edwards","BLT","RB","1","2023","1","9","SEA","5","52","52.0","10.40","2","0","3","20.0","42","80.8","50.0","40.0","60.0","40.0","3","0.60","40","8.00","76.9","2.40","1","20.0","2","0","2.00","","4","80.0","50","2","12.50","75.0","17.2","17.2","5.2","5.2"
"398","Ronnie Rivers","LA","RB","1","2023","1","18","SF","13","52","52.0","4.00","0","0","2","","0","","0.0","","61.5","38.5","4","0.31","31","2.38","59.6","1.62","7","53.8","21","0","3.00","42.9","6","46.2","31","0","5.17","83.3","5.2","5.2","5.4","5.4"
"399","Kyren Williams","LA","RB","1","2023","1","2","SF","14","52","52.0","3.71","1","0","6","","0","","100.0","7.1","78.6","28.6","0","","27","1.93","51.9","1.79","2","14.3","10","0","5.00","100.0","12","85.7","42","1","3.50","75.0","28.0","28.0","23.5","23.5"
"400","James Conner","ARZ","RB","1","2023","1","4","SF","11","52","52.0","4.73","0","0","1","","0","","0.0","","54.5","36.4","3","0.27","34","3.09","65.4","1.64","6","54.5","31","0","5.17","50.0","5","45.5","21","0","4.20","60.0","6.6","6.6","8.6","8.6"
"401","Travis Etienne","JAX","RB","1","2023","1","11","TEN","14","52","52.0","3.71","0","0","3","","0","","0.0","","42.9","57.1","4","0.29","34","2.43","65.4","1.29","7","50.0","20","0","2.86","28.6","7","50.0","32","0","4.57","57.1","8.9","8.9","13.4","13.4"
"402","Javonte Williams","DEN","RB","1","2023","1","6","KC","10","52","52.0","5.20","0","0","4","10.0","18","34.6","0.0","","60.0","40.0","0","","37","3.70","71.2","1.50","3","30.0","1","0","0.33","","7","70.0","51","0","7.29","85.7","7.2","7.2","4.6","4.6"
"403","Ezekiel Elliott","NE","RB","1","2023","1","13","LAC","17","52","52.0","3.06","0","1","0","","0","","0.0","","58.8","41.2","1","0.06","33","1.94","63.5","1.12","4","23.5","18","0","4.50","75.0","13","76.5","34","0","2.62","53.8","13.2","13.2","15.2","15.2"
"404","Kyren Williams","LA","RB","1","2023","1","1","SEA","15","52","52.0","3.47","2","0","3","","0","","33.3","13.3","46.7","40.0","4","0.27","43","2.87","82.7","0.60","3","20.0","1","0","0.33","","12","80.0","51","2","4.25","58.3","17.4","17.4","16.1","16.1"
"405","Tony Pollard","DAL","RB","1","2023","1","15","BUF","11","52","52.0","4.73","0","0","3","","0","","0.0","","81.8","27.3","1","0.09","26","2.36","50.0","2.36","5","45.5","20","0","4.00","80.0","6","54.5","32","0","5.33","83.3","7.7","7.7","10.6","10.6"
"406","Elijah Mitchell","SF","RB","1","2023","1","18","LA","14","52","52.0","3.71","1","0","2","","0","","83.3","7.1","71.4","35.7","2","0.14","29","2.07","55.8","1.64","10","71.4","29","1","2.90","60.0","4","28.6","23","0","5.75","100.0","14.7","14.7","19.4","19.4"
"407","Tyler Allgeier","ATL","RB","1","2023","1","6","WAS","13","51","51.0","3.92","0","0","2","","0","","100.0","","46.2","46.2","2","0.15","44","3.38","86.3","0.54","12","92.3","45","0","3.75","41.7","1","7.7","6","0","6.00","100.0","5.1","5.1","8.9","8.9"
"408","Alvin Kamara","NO","RB","1","2023","1","4","TB","11","51","51.0","4.64","0","0","2","","0","","0.0","","54.5","27.3","1","0.09","25","2.27","49.0","2.36","11","100.0","51","0","4.64","54.5","0","","0","0","","","21.4","21.4","25.9","25.9"
"409","Patrick Mahomes","KC","QB","1","2023","1","4","NYJ","7","51","51.0","7.29","0","1","4","14.3","25","49.0","100.0","","71.4","","0","","1","0.14","2.0","0.00","1","14.3","2","0","2.00","100.0","0","","0","0","","","15.2","15.2","1.9","1.9"
"410","Gus Edwards","BLT","RB","1","2023","1","3","IND","11","51","51.0","4.64","0","0","3","","0","","0.0","","63.6","36.4","3","0.27","26","2.36","51.0","2.27","4","36.4","13","0","3.25","75.0","7","63.6","38","0","5.43","57.1","5.1","5.1","5.2","5.2"
"411","Austin Ekeler","LAC","RB","1","2023","1","14","DEN","10","51","51.0","5.10","1","0","3","","0","","100.0","10.0","80.0","20.0","0","","23","2.30","45.1","2.80","9","90.0","53","1","5.89","88.9","1","10.0","-2","0","-2.00","","21.0","21.0","18.5","18.5"
"412","Alvin Kamara","NO","RB","1","2023","1","13","DET","14","51","51.0","3.64","2","0","5","7.1","16","31.4","60.0","14.3","50.0","50.0","4","0.29","42","3.00","82.4","0.64","11","78.6","41","2","3.73","54.5","3","21.4","10","0","3.33","33.3","28.9","28.9","25.2","25.2"
"413","Zack Moss","IND","RB","1","2023","1","13","TEN","19","51","51.0","2.68","0","0","4","","0","","100.0","","47.4","52.6","1","0.05","50","2.63","98.0","0.05","17","89.5","45","0","2.65","52.9","2","10.5","6","0","3.00","","7.7","7.7","18.4","18.4"
"414","Bijan Robinson","ATL","RB","1","2023","1","9","MIN","11","51","51.0","4.64","0","1","2","","0","","0.0","","27.3","45.5","2","0.18","35","3.18","68.6","1.45","6","54.5","19","0","3.17","16.7","5","45.5","32","0","6.40","40.0","6.9","6.9","11.1","11.1"
"415","Rachaad White","TB","RB","1","2023","1","10","TEN","20","51","51.0","2.55","0","0","1","","0","","0.0","","10.0","80.0","3","0.15","47","2.35","92.2","0.20","5","25.0","10","0","2.00","","15","75.0","41","0","2.73","13.3","17.8","17.8","17.7","17.7"
"416","Christian McCaffrey","SF","RB","1","2023","1","5","DAL","19","51","51.0","2.68","1","1","5","","0","","100.0","5.3","63.2","31.6","0","","36","1.89","70.6","0.79","12","63.2","29","1","2.42","66.7","7","36.8","22","0","3.14","57.1","14.8","14.8","21.5","21.5"
"417","Jerome Ford","CLV","RB","1","2023","1","14","JAX","12","51","51.0","4.25","0","0","1","8.3","26","51.0","0.0","","33.3","50.0","3","0.25","39","3.25","76.5","1.00","3","25.0","2","0","0.67","","8","66.7","45","0","5.63","37.5","13.2","13.2","12.7","12.7"
"418","Kyler Murray","ARZ","QB","1","2023","1","11","HST","7","51","51.0","7.29","1","0","3","14.3","22","43.1","100.0","14.3","71.4","14.3","0","","1","0.14","2.0","1.14","3","42.9","8","1","2.67","66.7","0","","0","0","","","22.7","22.7","8.4","8.4"
"419","Saquon Barkley","NYG","RB","1","2023","1","1","DAL","12","51","51.0","4.25","0","0","2","8.3","18","35.3","0.0","","58.3","33.3","1","0.08","38","3.17","74.5","1.08","6","50.0","36","0","6.00","66.7","6","50.0","15","0","2.50","50.0","9.3","9.3","11.6","11.6"
"420","Taysom Hill","NO","QB","1","2023","1","18","ATL","6","51","51.0","8.50","0","0","3","16.7","27","52.9","25.0","","66.7","16.7","1","0.17","10","1.67","19.6","6.83","1","16.7","4","0","4.00","","5","83.3","47","0","9.40","80.0","11.9","11.9","10.0","10.0"
"421","Tony Pollard","DAL","RB","1","2023","1","9","PHI","12","51","51.0","4.25","0","0","1","8.3","15","29.4","0.0","","33.3","58.3","3","0.25","29","2.42","56.9","1.83","4","33.3","27","0","6.75","50.0","8","66.7","24","0","3.00","25.0","9.3","9.3","17.9","17.9"
"422","Rhamondre Stevenson","NE","RB","1","2023","1","2","MIA","15","50","50.0","3.33","1","0","5","","0","","100.0","6.7","60.0","40.0","4","0.27","23","1.53","46.0","1.80","8","53.3","35","1","4.38","62.5","7","46.7","15","0","2.14","57.1","15.0","15.0","13.0","13.0"
"423","Breece Hall","NYJ","RB","1","2023","1","9","LAC","16","50","50.0","3.13","0","0","2","","0","","0.0","","37.5","43.8","7","0.44","31","1.94","62.0","1.19","10","62.5","28","0","2.80","40.0","6","37.5","22","0","3.67","33.3","10.0","10.0","13.6","13.6"
"424","Miles Sanders","CAR","RB","1","2023","1","11","DAL","11","50","50.0","4.55","0","0","4","9.1","15","30.0","0.0","","54.5","45.5","2","0.18","38","3.45","76.0","1.09","6","54.5","31","0","5.17","50.0","5","45.5","19","0","3.80","60.0","6.2","6.2","7.0","7.0"
"425","Isaiah Spiller","LAC","RB","1","2023","1","15","LV","16","50","50.0","3.13","0","0","1","","0","","0.0","","31.3","50.0","2","0.13","33","2.06","66.0","1.06","8","50.0","22","0","2.75","25.0","8","50.0","28","0","3.50","37.5","5.0","5.0","8.7","8.7"
"426","D'Onta Foreman","CHI","RB","1","2023","1","14","DET","11","50","50.0","4.55","0","0","2","","0","","0.0","","54.5","36.4","1","0.09","30","2.73","60.0","1.82","7","63.6","27","0","3.86","42.9","4","36.4","23","0","5.75","75.0","9.2","9.2","9.5","9.5"
"427","Tony Pollard","DAL","RB","1","2023","1","17","DET","16","49","49.0","3.06","0","0","4","6.3","18","36.7","0.0","","37.5","62.5","2","0.13","43","2.69","87.8","0.38","7","43.8","22","0","3.14","42.9","9","56.3","27","0","3.00","33.3","5.9","5.9","12.6","12.6"
"428","Russell Wilson","DEN","QB","1","2023","1","5","NYJ","7","49","49.0","7.00","0","1","2","28.6","37","75.5","50.0","","42.9","57.1","0","","5","0.71","10.2","-0.29","0","","0","0","","","1","14.3","0","0","","","19.7","19.7","4.1","4.1"
"429","Kyler Murray","ARZ","QB","1","2023","1","15","SF","6","49","49.0","8.17","0","1","3","33.3","30","61.2","33.3","","83.3","16.7","1","0.17","14","2.33","28.6","2.00","2","33.3","30","0","15.00","100.0","1","16.7","-4","0","-4.00","","15.3","15.3","4.3","4.3"
"430","Tyjae Spears","TEN","RB","1","2023","1","2","LAC","8","49","49.0","6.13","0","0","4","","0","","0.0","","87.5","12.5","4","0.50","37","4.63","75.5","1.50","4","50.0","27","0","6.75","100.0","4","50.0","22","0","5.50","75.0","7.5","7.5","6.9","6.9"
"431","Jaylen Warren","PIT","RB","1","2023","1","12","CIN","13","49","49.0","3.77","0","1","1","","0","","0.0","","30.8","38.5","2","0.15","23","1.77","46.9","2.00","9","69.2","27","0","3.00","22.2","4","30.8","22","0","5.50","50.0","8.2","8.2","11.1","11.1"
"432","Pierre Strong","CLV","RB","1","2023","1","4","BLT","5","49","49.0","9.80","0","0","1","20.0","40","81.6","0.0","","40.0","60.0","1","0.20","45","9.00","91.8","0.80","4","80.0","51","0","12.75","50.0","1","20.0","-2","0","-2.00","","4.9","4.9","2.3","2.3"
"433","James Cook","BUF","RB","1","2023","1","17","NE","16","48","48.0","3.00","0","0","1","","0","","20.0","","56.3","50.0","1","0.06","20","1.25","41.7","1.75","6","37.5","12","0","2.00","66.7","10","62.5","36","0","3.60","50.0","5.4","5.4","14.6","14.6"
"434","Gus Edwards","BLT","RB","1","2023","1","4","CLV","15","48","48.0","3.20","0","0","1","6.7","16","33.3","0.0","","40.0","46.7","6","0.40","51","3.40","106.3","-0.20","2","13.3","18","0","9.00","50.0","12","80.0","27","0","2.25","41.7","6.9","6.9","10.0","10.0"
"435","Gus Edwards","BLT","RB","1","2023","1","5","PIT","12","48","48.0","4.00","0","0","2","","0","","0.0","","41.7","58.3","0","","14","1.17","29.2","2.83","5","41.7","19","0","3.80","40.0","7","58.3","29","0","4.14","42.9","4.8","4.8","6.3","6.3"
"436","Kareem Hunt","CLV","RB","1","2023","1","13","LA","12","48","48.0","4.00","0","0","5","","0","","0.0","","66.7","25.0","0","","29","2.42","60.4","1.58","5","41.7","13","0","2.60","40.0","7","58.3","35","0","5.00","85.7","5.8","5.8","6.5","6.5"
"437","Josh Jacobs","LV","RB","1","2023","1","1","DEN","19","48","48.0","2.53","0","0","3","","0","","75.0","","47.4","57.9","7","0.37","38","2.00","79.2","0.53","3","15.8","8","0","2.67","33.3","16","84.2","40","0","2.50","50.0","9.1","9.1","18.2","18.2"
"438","Gus Edwards","BLT","RB","1","2023","1","18","PIT","10","48","48.0","4.80","0","1","1","10.0","29","60.4","0.0","","30.0","70.0","1","0.10","18","1.80","37.5","3.00","5","50.0","17","0","3.40","40.0","5","50.0","31","0","6.20","20.0","3.8","3.8","4.8","4.8"
"439","Justice Hill","BLT","RB","1","2023","1","17","MIA","3","48","48.0","16.00","0","0","2","33.3","41","85.4","0.0","","66.7","33.3","0","","8","2.67","16.7","13.33","2","66.7","43","0","21.50","50.0","1","33.3","5","0","5.00","100.0","22.2","22.2","13.0","13.0"
"440","Joshua Dobbs","ARZ","QB","1","2023","1","4","SF","12","48","48.0","4.00","0","1","5","","0","","0.0","","50.0","41.7","0","","21","1.75","43.8","0.75","1","8.3","2","0","2.00","","4","33.3","9","0","2.25","25.0","23.4","23.4","6.1","6.1"
"441","Tyler Allgeier","ATL","RB","1","2023","1","2","GB","16","48","48.0","3.00","0","0","3","","0","","0.0","","43.8","50.0","2","0.13","46","2.88","95.8","0.13","11","68.8","31","0","2.82","36.4","5","31.3","17","0","3.40","60.0","4.8","4.8","7.5","7.5"
"442","Darrynton Evans","CHI","RB","1","2023","1","7","LV","14","48","48.0","3.43","0","0","3","","0","","0.0","","35.7","57.1","1","0.07","25","1.79","52.1","1.64","10","71.4","34","0","3.40","30.0","4","28.6","14","0","3.50","50.0","6.4","6.4","11.1","11.1"
"443","Devon Achane","MIA","RB","1","2023","1","14","TEN","7","47","47.0","6.71","0","0","2","14.3","15","31.9","0.0","","42.9","28.6","3","0.43","26","3.71","55.3","3.00","3","42.9","5","0","1.67","","3","42.9","27","0","9.00","66.7","12.1","12.1","16.6","16.6"
"444","Justin Fields","CHI","QB","1","2023","1","3","KC","11","47","47.0","4.27","0","0","4","9.1","17","36.2","0.0","","54.5","27.3","2","0.18","16","1.45","34.0","1.18","3","27.3","11","0","3.67","33.3","0","","0","0","","","11.7","11.7","5.2","5.2"
"445","Joe Mixon","CIN","RB","1","2023","1","15","MIN","10","47","47.0","4.70","1","0","2","","0","","66.7","10.0","80.0","20.0","1","0.10","21","2.10","44.7","2.60","7","70.0","29","1","4.14","71.4","3","30.0","18","0","6.00","100.0","15.1","15.1","13.6","13.6"
"446","Kareem Hunt","CLV","RB","1","2023","1","6","SF","12","47","47.0","3.92","1","0","4","8.3","16","34.0","0.0","8.3","50.0","41.7","0","","25","2.08","53.2","1.83","4","33.3","24","1","6.00","75.0","8","66.7","23","0","2.88","37.5","16.1","16.1","11.3","11.3"
"447","Jonathan Taylor","IND","RB","1","2023","1","9","CAR","18","47","47.0","2.61","0","0","3","","0","","50.0","","33.3","61.1","2","0.11","38","2.11","80.9","0.50","15","83.3","44","0","2.93","33.3","3","16.7","3","0","1.00","33.3","17.9","17.9","20.5","20.5"
"448","Jalen Hurts","PHI","QB","1","2023","1","6","NYJ","8","47","47.0","5.88","1","0","3","","0","","33.3","12.5","75.0","","1","0.13","11","1.38","23.4","2.00","2","25.0","8","1","4.00","100.0","3","37.5","17","0","5.67","33.3","22.9","22.9","6.7","6.7"
"449","C.J. Stroud","HST","QB","1","2023","1","12","JAX","6","47","47.0","7.83","1","0","3","16.7","16","34.0","33.3","16.7","83.3","","1","0.17","9","1.50","19.1","0.00","0","","0","0","","","0","","0","0","","","30.9","30.9","5.8","5.8"
"450","Austin Ekeler","LAC","RB","1","2023","1","9","NYJ","14","47","47.0","3.36","2","0","3","7.1","20","42.6","100.0","14.3","35.7","57.1","5","0.36","41","2.93","87.2","0.43","7","50.0","10","1","1.43","14.3","7","50.0","37","1","5.29","57.1","21.0","21.0","20.2","20.2"
